,id,service_area,geometry
3401,3401,Aalsmeer,"POLYGON ((4.780977922112726 52.255164721185224, 4.783925651197195 52.255164721185224, 4.783925651197195 52.25336291938342, 4.780977922112726 52.25336291938342, 4.780977922112726 52.255164721185224))"
3402,3402,Aalsmeer,"POLYGON ((4.780977922112726 52.25696652298703, 4.783925651197195 52.25696652298703, 4.783925651197195 52.255164721185224, 4.780977922112726 52.255164721185224, 4.780977922112726 52.25696652298703))"
3403,3403,Aalsmeer,"POLYGON ((4.780977922112726 52.25876832478883, 4.783925651197195 52.25876832478883, 4.783925651197195 52.25696652298703, 4.780977922112726 52.25696652298703, 4.780977922112726 52.25876832478883))"
3404,3404,Aalsmeer,"POLYGON ((4.780977922112726 52.260570126590636, 4.783925651197195 52.260570126590636, 4.783925651197195 52.25876832478883, 4.780977922112726 52.25876832478883, 4.780977922112726 52.260570126590636))"
3405,3405,Aalsmeer,"POLYGON ((4.780977922112726 52.26237192839244, 4.783925651197195 52.26237192839244, 4.783925651197195 52.260570126590636, 4.780977922112726 52.260570126590636, 4.780977922112726 52.26237192839244))"
3406,3406,Aalsmeer,"POLYGON ((4.780977922112726 52.264173730194244, 4.783925651197195 52.264173730194244, 4.783925651197195 52.26237192839244, 4.780977922112726 52.26237192839244, 4.780977922112726 52.264173730194244))"
3407,3407,Aalsmeer,"POLYGON ((4.780977922112726 52.26597553199605, 4.783925651197195 52.26597553199605, 4.783925651197195 52.264173730194244, 4.780977922112726 52.264173730194244, 4.780977922112726 52.26597553199605))"
3408,3408,Aalsmeer,"POLYGON ((4.780977922112726 52.26777733379785, 4.783925651197195 52.26777733379785, 4.783925651197195 52.26597553199605, 4.780977922112726 52.26597553199605, 4.780977922112726 52.26777733379785))"
3409,3409,Aalsmeer,"POLYGON ((4.780977922112726 52.269579135599656, 4.783925651197195 52.269579135599656, 4.783925651197195 52.26777733379785, 4.780977922112726 52.26777733379785, 4.780977922112726 52.269579135599656))"
3410,3410,Aalsmeer,"POLYGON ((4.780977922112726 52.27138093740146, 4.783925651197195 52.27138093740146, 4.783925651197195 52.269579135599656, 4.780977922112726 52.269579135599656, 4.780977922112726 52.27138093740146))"
3411,3411,Aalsmeer,"POLYGON ((4.780977922112726 52.273182739203264, 4.783925651197195 52.273182739203264, 4.783925651197195 52.27138093740146, 4.780977922112726 52.27138093740146, 4.780977922112726 52.273182739203264))"
3412,3412,Aalsmeer,"POLYGON ((4.780977922112726 52.27498454100507, 4.783925651197195 52.27498454100507, 4.783925651197195 52.273182739203264, 4.780977922112726 52.273182739203264, 4.780977922112726 52.27498454100507))"
3413,3413,Aalsmeer,"POLYGON ((4.780977922112726 52.27678634280687, 4.783925651197195 52.27678634280687, 4.783925651197195 52.27498454100507, 4.780977922112726 52.27498454100507, 4.780977922112726 52.27678634280687))"
3414,3414,Aalsmeer,"POLYGON ((4.780977922112726 52.278588144608676, 4.783925651197195 52.278588144608676, 4.783925651197195 52.27678634280687, 4.780977922112726 52.27678634280687, 4.780977922112726 52.278588144608676))"
3415,3415,Aalsmeer,"POLYGON ((4.780977922112726 52.28038994641048, 4.783925651197195 52.28038994641048, 4.783925651197195 52.278588144608676, 4.780977922112726 52.278588144608676, 4.780977922112726 52.28038994641048))"
3416,3416,Aalsmeer,"POLYGON ((4.780977922112726 52.282191748212284, 4.783925651197195 52.282191748212284, 4.783925651197195 52.28038994641048, 4.780977922112726 52.28038994641048, 4.780977922112726 52.282191748212284))"
3417,3417,Aalsmeer,"POLYGON ((4.780977922112726 52.28399355001409, 4.783925651197195 52.28399355001409, 4.783925651197195 52.282191748212284, 4.780977922112726 52.282191748212284, 4.780977922112726 52.28399355001409))"
3452,3452,Osdorp,"POLYGON ((4.780977922112726 52.34705661307723, 4.783925651197195 52.34705661307723, 4.783925651197195 52.345254811275424, 4.780977922112726 52.345254811275424, 4.780977922112726 52.34705661307723))"
3453,3453,Osdorp,"POLYGON ((4.780977922112726 52.34885841487903, 4.783925651197195 52.34885841487903, 4.783925651197195 52.34705661307723, 4.780977922112726 52.34705661307723, 4.780977922112726 52.34885841487903))"
3454,3454,Osdorp,"POLYGON ((4.780977922112726 52.350660216680836, 4.783925651197195 52.350660216680836, 4.783925651197195 52.34885841487903, 4.780977922112726 52.34885841487903, 4.780977922112726 52.350660216680836))"
3455,3455,Osdorp,"POLYGON ((4.780977922112726 52.35246201848264, 4.783925651197195 52.35246201848264, 4.783925651197195 52.350660216680836, 4.780977922112726 52.350660216680836, 4.780977922112726 52.35246201848264))"
3456,3456,Osdorp,"POLYGON ((4.780977922112726 52.354263820284444, 4.783925651197195 52.354263820284444, 4.783925651197195 52.35246201848264, 4.780977922112726 52.35246201848264, 4.780977922112726 52.354263820284444))"
3457,3457,Osdorp,"POLYGON ((4.780977922112726 52.35606562208625, 4.783925651197195 52.35606562208625, 4.783925651197195 52.354263820284444, 4.780977922112726 52.354263820284444, 4.780977922112726 52.35606562208625))"
3458,3458,Osdorp,"POLYGON ((4.780977922112726 52.35786742388805, 4.783925651197195 52.35786742388805, 4.783925651197195 52.35606562208625, 4.780977922112726 52.35606562208625, 4.780977922112726 52.35786742388805))"
3459,3459,Osdorp,"POLYGON ((4.780977922112726 52.359669225689856, 4.783925651197195 52.359669225689856, 4.783925651197195 52.35786742388805, 4.780977922112726 52.35786742388805, 4.780977922112726 52.359669225689856))"
3460,3460,Osdorp,"POLYGON ((4.780977922112726 52.36147102749166, 4.783925651197195 52.36147102749166, 4.783925651197195 52.359669225689856, 4.780977922112726 52.359669225689856, 4.780977922112726 52.36147102749166))"
3461,3461,Osdorp,"POLYGON ((4.780977922112726 52.363272829293464, 4.783925651197195 52.363272829293464, 4.783925651197195 52.36147102749166, 4.780977922112726 52.36147102749166, 4.780977922112726 52.363272829293464))"
3462,3462,Osdorp,"POLYGON ((4.780977922112726 52.36507463109527, 4.783925651197195 52.36507463109527, 4.783925651197195 52.363272829293464, 4.780977922112726 52.363272829293464, 4.780977922112726 52.36507463109527))"
3463,3463,Osdorp,"POLYGON ((4.780977922112726 52.36687643289707, 4.783925651197195 52.36687643289707, 4.783925651197195 52.36507463109527, 4.780977922112726 52.36507463109527, 4.780977922112726 52.36687643289707))"
3464,3464,Osdorp,"POLYGON ((4.780977922112726 52.368678234698876, 4.783925651197195 52.368678234698876, 4.783925651197195 52.36687643289707, 4.780977922112726 52.36687643289707, 4.780977922112726 52.368678234698876))"
3465,3465,Osdorp,"POLYGON ((4.780977922112726 52.37048003650068, 4.783925651197195 52.37048003650068, 4.783925651197195 52.368678234698876, 4.780977922112726 52.368678234698876, 4.780977922112726 52.37048003650068))"
3466,3466,Osdorp,"POLYGON ((4.780977922112726 52.372281838302484, 4.783925651197195 52.372281838302484, 4.783925651197195 52.37048003650068, 4.780977922112726 52.37048003650068, 4.780977922112726 52.372281838302484))"
3467,3467,Osdorp,"POLYGON ((4.780977922112726 52.37408364010429, 4.783925651197195 52.37408364010429, 4.783925651197195 52.372281838302484, 4.780977922112726 52.372281838302484, 4.780977922112726 52.37408364010429))"
3468,3468,Osdorp,"POLYGON ((4.780977922112726 52.37588544190609, 4.783925651197195 52.37588544190609, 4.783925651197195 52.37408364010429, 4.780977922112726 52.37408364010429, 4.780977922112726 52.37588544190609))"
3469,3469,Osdorp,"POLYGON ((4.780977922112726 52.377687243707896, 4.783925651197195 52.377687243707896, 4.783925651197195 52.37588544190609, 4.780977922112726 52.37588544190609, 4.780977922112726 52.377687243707896))"
3470,3470,Osdorp,"POLYGON ((4.780977922112726 52.3794890455097, 4.783925651197195 52.3794890455097, 4.783925651197195 52.377687243707896, 4.780977922112726 52.377687243707896, 4.780977922112726 52.3794890455097))"
3471,3471,Osdorp,"POLYGON ((4.780977922112726 52.381290847311504, 4.783925651197195 52.381290847311504, 4.783925651197195 52.3794890455097, 4.780977922112726 52.3794890455097, 4.780977922112726 52.381290847311504))"
3472,3472,Osdorp,"POLYGON ((4.780977922112726 52.38309264911331, 4.783925651197195 52.38309264911331, 4.783925651197195 52.381290847311504, 4.780977922112726 52.381290847311504, 4.780977922112726 52.38309264911331))"
3473,3473,Osdorp,"POLYGON ((4.780977922112726 52.38489445091511, 4.783925651197195 52.38489445091511, 4.783925651197195 52.38309264911331, 4.780977922112726 52.38309264911331, 4.780977922112726 52.38489445091511))"
3474,3474,GBA,"POLYGON ((4.780977922112726 52.386696252716916, 4.783925651197195 52.386696252716916, 4.783925651197195 52.38489445091511, 4.780977922112726 52.38489445091511, 4.780977922112726 52.386696252716916))"
3475,3475,GBA,"POLYGON ((4.780977922112726 52.38849805451872, 4.783925651197195 52.38849805451872, 4.783925651197195 52.386696252716916, 4.780977922112726 52.386696252716916, 4.780977922112726 52.38849805451872))"
3476,3476,GBA,"POLYGON ((4.780977922112726 52.390299856320524, 4.783925651197195 52.390299856320524, 4.783925651197195 52.38849805451872, 4.780977922112726 52.38849805451872, 4.780977922112726 52.390299856320524))"
3477,3477,GBA,"POLYGON ((4.780977922112726 52.39210165812233, 4.783925651197195 52.39210165812233, 4.783925651197195 52.390299856320524, 4.780977922112726 52.390299856320524, 4.780977922112726 52.39210165812233))"
3478,3478,GBA,"POLYGON ((4.780977922112726 52.39390345992413, 4.783925651197195 52.39390345992413, 4.783925651197195 52.39210165812233, 4.780977922112726 52.39210165812233, 4.780977922112726 52.39390345992413))"
3479,3479,GBA,"POLYGON ((4.780977922112726 52.39570526172594, 4.783925651197195 52.39570526172594, 4.783925651197195 52.39390345992413, 4.780977922112726 52.39390345992413, 4.780977922112726 52.39570526172594))"
3480,3480,GBA,"POLYGON ((4.780977922112726 52.39750706352774, 4.783925651197195 52.39750706352774, 4.783925651197195 52.39570526172594, 4.780977922112726 52.39570526172594, 4.780977922112726 52.39750706352774))"
3481,3481,GBA,"POLYGON ((4.780977922112726 52.399308865329544, 4.783925651197195 52.399308865329544, 4.783925651197195 52.39750706352774, 4.780977922112726 52.39750706352774, 4.780977922112726 52.399308865329544))"
3482,3482,GBA,"POLYGON ((4.780977922112726 52.40111066713135, 4.783925651197195 52.40111066713135, 4.783925651197195 52.399308865329544, 4.780977922112726 52.399308865329544, 4.780977922112726 52.40111066713135))"
3483,3483,GBA,"POLYGON ((4.780977922112726 52.40291246893315, 4.783925651197195 52.40291246893315, 4.783925651197195 52.40111066713135, 4.780977922112726 52.40111066713135, 4.780977922112726 52.40291246893315))"
3484,3484,GBA,"POLYGON ((4.780977922112726 52.40471427073496, 4.783925651197195 52.40471427073496, 4.783925651197195 52.40291246893315, 4.780977922112726 52.40291246893315, 4.780977922112726 52.40471427073496))"
3485,3485,GBA,"POLYGON ((4.780977922112726 52.40651607253676, 4.783925651197195 52.40651607253676, 4.783925651197195 52.40471427073496, 4.780977922112726 52.40471427073496, 4.780977922112726 52.40651607253676))"
3486,3486,GBA,"POLYGON ((4.780977922112726 52.408317874338564, 4.783925651197195 52.408317874338564, 4.783925651197195 52.40651607253676, 4.780977922112726 52.40651607253676, 4.780977922112726 52.408317874338564))"
3487,3487,GBA,"POLYGON ((4.780977922112726 52.41011967614037, 4.783925651197195 52.41011967614037, 4.783925651197195 52.408317874338564, 4.780977922112726 52.408317874338564, 4.780977922112726 52.41011967614037))"
3488,3488,GBA,"POLYGON ((4.780977922112726 52.41192147794217, 4.783925651197195 52.41192147794217, 4.783925651197195 52.41011967614037, 4.780977922112726 52.41011967614037, 4.780977922112726 52.41192147794217))"
3489,3489,GBA,"POLYGON ((4.780977922112726 52.41372327974398, 4.783925651197195 52.41372327974398, 4.783925651197195 52.41192147794217, 4.780977922112726 52.41192147794217, 4.780977922112726 52.41372327974398))"
3490,3490,GBA,"POLYGON ((4.780977922112726 52.41552508154578, 4.783925651197195 52.41552508154578, 4.783925651197195 52.41372327974398, 4.780977922112726 52.41372327974398, 4.780977922112726 52.41552508154578))"
3491,3491,GBA,"POLYGON ((4.780977922112726 52.417326883347584, 4.783925651197195 52.417326883347584, 4.783925651197195 52.41552508154578, 4.780977922112726 52.41552508154578, 4.780977922112726 52.417326883347584))"
3492,3492,GBA,"POLYGON ((4.780977922112726 52.41912868514939, 4.783925651197195 52.41912868514939, 4.783925651197195 52.417326883347584, 4.780977922112726 52.417326883347584, 4.780977922112726 52.41912868514939))"
3493,3493,GBA,"POLYGON ((4.780977922112726 52.42093048695119, 4.783925651197195 52.42093048695119, 4.783925651197195 52.41912868514939, 4.780977922112726 52.41912868514939, 4.780977922112726 52.42093048695119))"
3494,3494,GBA,"POLYGON ((4.780977922112726 52.422732288753, 4.783925651197195 52.422732288753, 4.783925651197195 52.42093048695119, 4.780977922112726 52.42093048695119, 4.780977922112726 52.422732288753))"
3495,3495,GBA,"POLYGON ((4.780977922112726 52.4245340905548, 4.783925651197195 52.4245340905548, 4.783925651197195 52.422732288753, 4.780977922112726 52.422732288753, 4.780977922112726 52.4245340905548))"
3496,3496,GBA,"POLYGON ((4.780977922112726 52.426335892356605, 4.783925651197195 52.426335892356605, 4.783925651197195 52.4245340905548, 4.780977922112726 52.4245340905548, 4.780977922112726 52.426335892356605))"
3512,3512,Uithoorn,"POLYGON ((4.783925651197195 52.22993949595997, 4.786873380281664 52.22993949595997, 4.786873380281664 52.228137694158164, 4.783925651197195 52.228137694158164, 4.783925651197195 52.22993949595997))"
3513,3513,Uithoorn,"POLYGON ((4.783925651197195 52.23174129776177, 4.786873380281664 52.23174129776177, 4.786873380281664 52.22993949595997, 4.783925651197195 52.22993949595997, 4.783925651197195 52.23174129776177))"
3514,3514,Uithoorn,"POLYGON ((4.783925651197195 52.233543099563576, 4.786873380281664 52.233543099563576, 4.786873380281664 52.23174129776177, 4.783925651197195 52.23174129776177, 4.783925651197195 52.233543099563576))"
3515,3515,Uithoorn,"POLYGON ((4.783925651197195 52.23534490136538, 4.786873380281664 52.23534490136538, 4.786873380281664 52.233543099563576, 4.783925651197195 52.233543099563576, 4.783925651197195 52.23534490136538))"
3516,3516,Uithoorn,"POLYGON ((4.783925651197195 52.237146703167184, 4.786873380281664 52.237146703167184, 4.786873380281664 52.23534490136538, 4.783925651197195 52.23534490136538, 4.783925651197195 52.237146703167184))"
3517,3517,Uithoorn,"POLYGON ((4.783925651197195 52.23894850496899, 4.786873380281664 52.23894850496899, 4.786873380281664 52.237146703167184, 4.783925651197195 52.237146703167184, 4.783925651197195 52.23894850496899))"
3518,3518,Uithoorn,"POLYGON ((4.783925651197195 52.24075030677079, 4.786873380281664 52.24075030677079, 4.786873380281664 52.23894850496899, 4.783925651197195 52.23894850496899, 4.783925651197195 52.24075030677079))"
3519,3519,Uithoorn,"POLYGON ((4.783925651197195 52.242552108572596, 4.786873380281664 52.242552108572596, 4.786873380281664 52.24075030677079, 4.783925651197195 52.24075030677079, 4.783925651197195 52.242552108572596))"
3520,3520,Aalsmeer,"POLYGON ((4.783925651197195 52.2443539103744, 4.786873380281664 52.2443539103744, 4.786873380281664 52.242552108572596, 4.783925651197195 52.242552108572596, 4.783925651197195 52.2443539103744))"
3521,3521,Aalsmeer,"POLYGON ((4.783925651197195 52.246155712176204, 4.786873380281664 52.246155712176204, 4.786873380281664 52.2443539103744, 4.783925651197195 52.2443539103744, 4.783925651197195 52.246155712176204))"
3522,3522,Aalsmeer,"POLYGON ((4.783925651197195 52.24795751397801, 4.786873380281664 52.24795751397801, 4.786873380281664 52.246155712176204, 4.783925651197195 52.246155712176204, 4.783925651197195 52.24795751397801))"
3523,3523,Aalsmeer,"POLYGON ((4.783925651197195 52.24975931577981, 4.786873380281664 52.24975931577981, 4.786873380281664 52.24795751397801, 4.783925651197195 52.24795751397801, 4.783925651197195 52.24975931577981))"
3524,3524,Aalsmeer,"POLYGON ((4.783925651197195 52.251561117581616, 4.786873380281664 52.251561117581616, 4.786873380281664 52.24975931577981, 4.783925651197195 52.24975931577981, 4.783925651197195 52.251561117581616))"
3525,3525,Aalsmeer,"POLYGON ((4.783925651197195 52.25336291938342, 4.786873380281664 52.25336291938342, 4.786873380281664 52.251561117581616, 4.783925651197195 52.251561117581616, 4.783925651197195 52.25336291938342))"
3526,3526,Aalsmeer,"POLYGON ((4.783925651197195 52.255164721185224, 4.786873380281664 52.255164721185224, 4.786873380281664 52.25336291938342, 4.783925651197195 52.25336291938342, 4.783925651197195 52.255164721185224))"
3527,3527,Aalsmeer,"POLYGON ((4.783925651197195 52.25696652298703, 4.786873380281664 52.25696652298703, 4.786873380281664 52.255164721185224, 4.783925651197195 52.255164721185224, 4.783925651197195 52.25696652298703))"
3528,3528,Aalsmeer,"POLYGON ((4.783925651197195 52.25876832478883, 4.786873380281664 52.25876832478883, 4.786873380281664 52.25696652298703, 4.783925651197195 52.25696652298703, 4.783925651197195 52.25876832478883))"
3529,3529,Aalsmeer,"POLYGON ((4.783925651197195 52.260570126590636, 4.786873380281664 52.260570126590636, 4.786873380281664 52.25876832478883, 4.783925651197195 52.25876832478883, 4.783925651197195 52.260570126590636))"
3530,3530,Aalsmeer,"POLYGON ((4.783925651197195 52.26237192839244, 4.786873380281664 52.26237192839244, 4.786873380281664 52.260570126590636, 4.783925651197195 52.260570126590636, 4.783925651197195 52.26237192839244))"
3531,3531,Aalsmeer,"POLYGON ((4.783925651197195 52.264173730194244, 4.786873380281664 52.264173730194244, 4.786873380281664 52.26237192839244, 4.783925651197195 52.26237192839244, 4.783925651197195 52.264173730194244))"
3532,3532,Aalsmeer,"POLYGON ((4.783925651197195 52.26597553199605, 4.786873380281664 52.26597553199605, 4.786873380281664 52.264173730194244, 4.783925651197195 52.264173730194244, 4.783925651197195 52.26597553199605))"
3533,3533,Aalsmeer,"POLYGON ((4.783925651197195 52.26777733379785, 4.786873380281664 52.26777733379785, 4.786873380281664 52.26597553199605, 4.783925651197195 52.26597553199605, 4.783925651197195 52.26777733379785))"
3534,3534,Aalsmeer,"POLYGON ((4.783925651197195 52.269579135599656, 4.786873380281664 52.269579135599656, 4.786873380281664 52.26777733379785, 4.783925651197195 52.26777733379785, 4.783925651197195 52.269579135599656))"
3535,3535,Aalsmeer,"POLYGON ((4.783925651197195 52.27138093740146, 4.786873380281664 52.27138093740146, 4.786873380281664 52.269579135599656, 4.783925651197195 52.269579135599656, 4.783925651197195 52.27138093740146))"
3536,3536,Aalsmeer,"POLYGON ((4.783925651197195 52.273182739203264, 4.786873380281664 52.273182739203264, 4.786873380281664 52.27138093740146, 4.783925651197195 52.27138093740146, 4.783925651197195 52.273182739203264))"
3537,3537,Aalsmeer,"POLYGON ((4.783925651197195 52.27498454100507, 4.786873380281664 52.27498454100507, 4.786873380281664 52.273182739203264, 4.783925651197195 52.273182739203264, 4.783925651197195 52.27498454100507))"
3538,3538,Aalsmeer,"POLYGON ((4.783925651197195 52.27678634280687, 4.786873380281664 52.27678634280687, 4.786873380281664 52.27498454100507, 4.783925651197195 52.27498454100507, 4.783925651197195 52.27678634280687))"
3539,3539,Aalsmeer,"POLYGON ((4.783925651197195 52.278588144608676, 4.786873380281664 52.278588144608676, 4.786873380281664 52.27678634280687, 4.783925651197195 52.27678634280687, 4.783925651197195 52.278588144608676))"
3540,3540,Aalsmeer,"POLYGON ((4.783925651197195 52.28038994641048, 4.786873380281664 52.28038994641048, 4.786873380281664 52.278588144608676, 4.783925651197195 52.278588144608676, 4.783925651197195 52.28038994641048))"
3541,3541,Aalsmeer,"POLYGON ((4.783925651197195 52.282191748212284, 4.786873380281664 52.282191748212284, 4.786873380281664 52.28038994641048, 4.783925651197195 52.28038994641048, 4.783925651197195 52.282191748212284))"
3542,3542,Aalsmeer,"POLYGON ((4.783925651197195 52.28399355001409, 4.786873380281664 52.28399355001409, 4.786873380281664 52.282191748212284, 4.783925651197195 52.282191748212284, 4.783925651197195 52.28399355001409))"
3543,3543,Aalsmeer,"POLYGON ((4.783925651197195 52.28579535181589, 4.786873380281664 52.28579535181589, 4.786873380281664 52.28399355001409, 4.783925651197195 52.28399355001409, 4.783925651197195 52.28579535181589))"
3576,3576,Osdorp,"POLYGON ((4.783925651197195 52.345254811275424, 4.786873380281664 52.345254811275424, 4.786873380281664 52.34345300947362, 4.783925651197195 52.34345300947362, 4.783925651197195 52.345254811275424))"
3577,3577,Osdorp,"POLYGON ((4.783925651197195 52.34705661307723, 4.786873380281664 52.34705661307723, 4.786873380281664 52.345254811275424, 4.783925651197195 52.345254811275424, 4.783925651197195 52.34705661307723))"
3578,3578,Osdorp,"POLYGON ((4.783925651197195 52.34885841487903, 4.786873380281664 52.34885841487903, 4.786873380281664 52.34705661307723, 4.783925651197195 52.34705661307723, 4.783925651197195 52.34885841487903))"
3579,3579,Osdorp,"POLYGON ((4.783925651197195 52.350660216680836, 4.786873380281664 52.350660216680836, 4.786873380281664 52.34885841487903, 4.783925651197195 52.34885841487903, 4.783925651197195 52.350660216680836))"
3580,3580,Osdorp,"POLYGON ((4.783925651197195 52.35246201848264, 4.786873380281664 52.35246201848264, 4.786873380281664 52.350660216680836, 4.783925651197195 52.350660216680836, 4.783925651197195 52.35246201848264))"
3581,3581,Osdorp,"POLYGON ((4.783925651197195 52.354263820284444, 4.786873380281664 52.354263820284444, 4.786873380281664 52.35246201848264, 4.783925651197195 52.35246201848264, 4.783925651197195 52.354263820284444))"
3582,3582,Osdorp,"POLYGON ((4.783925651197195 52.35606562208625, 4.786873380281664 52.35606562208625, 4.786873380281664 52.354263820284444, 4.783925651197195 52.354263820284444, 4.783925651197195 52.35606562208625))"
3583,3583,Osdorp,"POLYGON ((4.783925651197195 52.35786742388805, 4.786873380281664 52.35786742388805, 4.786873380281664 52.35606562208625, 4.783925651197195 52.35606562208625, 4.783925651197195 52.35786742388805))"
3584,3584,Osdorp,"POLYGON ((4.783925651197195 52.359669225689856, 4.786873380281664 52.359669225689856, 4.786873380281664 52.35786742388805, 4.783925651197195 52.35786742388805, 4.783925651197195 52.359669225689856))"
3585,3585,Osdorp,"POLYGON ((4.783925651197195 52.36147102749166, 4.786873380281664 52.36147102749166, 4.786873380281664 52.359669225689856, 4.783925651197195 52.359669225689856, 4.783925651197195 52.36147102749166))"
3586,3586,Osdorp,"POLYGON ((4.783925651197195 52.363272829293464, 4.786873380281664 52.363272829293464, 4.786873380281664 52.36147102749166, 4.783925651197195 52.36147102749166, 4.783925651197195 52.363272829293464))"
3587,3587,Osdorp,"POLYGON ((4.783925651197195 52.36507463109527, 4.786873380281664 52.36507463109527, 4.786873380281664 52.363272829293464, 4.783925651197195 52.363272829293464, 4.783925651197195 52.36507463109527))"
3588,3588,Osdorp,"POLYGON ((4.783925651197195 52.36687643289707, 4.786873380281664 52.36687643289707, 4.786873380281664 52.36507463109527, 4.783925651197195 52.36507463109527, 4.783925651197195 52.36687643289707))"
3589,3589,Osdorp,"POLYGON ((4.783925651197195 52.368678234698876, 4.786873380281664 52.368678234698876, 4.786873380281664 52.36687643289707, 4.783925651197195 52.36687643289707, 4.783925651197195 52.368678234698876))"
3590,3590,Osdorp,"POLYGON ((4.783925651197195 52.37048003650068, 4.786873380281664 52.37048003650068, 4.786873380281664 52.368678234698876, 4.783925651197195 52.368678234698876, 4.783925651197195 52.37048003650068))"
3591,3591,Osdorp,"POLYGON ((4.783925651197195 52.372281838302484, 4.786873380281664 52.372281838302484, 4.786873380281664 52.37048003650068, 4.783925651197195 52.37048003650068, 4.783925651197195 52.372281838302484))"
3592,3592,Osdorp,"POLYGON ((4.783925651197195 52.37408364010429, 4.786873380281664 52.37408364010429, 4.786873380281664 52.372281838302484, 4.783925651197195 52.372281838302484, 4.783925651197195 52.37408364010429))"
3593,3593,Osdorp,"POLYGON ((4.783925651197195 52.37588544190609, 4.786873380281664 52.37588544190609, 4.786873380281664 52.37408364010429, 4.783925651197195 52.37408364010429, 4.783925651197195 52.37588544190609))"
3594,3594,Osdorp,"POLYGON ((4.783925651197195 52.377687243707896, 4.786873380281664 52.377687243707896, 4.786873380281664 52.37588544190609, 4.783925651197195 52.37588544190609, 4.783925651197195 52.377687243707896))"
3595,3595,Osdorp,"POLYGON ((4.783925651197195 52.3794890455097, 4.786873380281664 52.3794890455097, 4.786873380281664 52.377687243707896, 4.783925651197195 52.377687243707896, 4.783925651197195 52.3794890455097))"
3596,3596,Osdorp,"POLYGON ((4.783925651197195 52.381290847311504, 4.786873380281664 52.381290847311504, 4.786873380281664 52.3794890455097, 4.783925651197195 52.3794890455097, 4.783925651197195 52.381290847311504))"
3597,3597,Osdorp,"POLYGON ((4.783925651197195 52.38309264911331, 4.786873380281664 52.38309264911331, 4.786873380281664 52.381290847311504, 4.783925651197195 52.381290847311504, 4.783925651197195 52.38309264911331))"
3598,3598,Osdorp,"POLYGON ((4.783925651197195 52.38489445091511, 4.786873380281664 52.38489445091511, 4.786873380281664 52.38309264911331, 4.783925651197195 52.38309264911331, 4.783925651197195 52.38489445091511))"
3599,3599,GBA,"POLYGON ((4.783925651197195 52.386696252716916, 4.786873380281664 52.386696252716916, 4.786873380281664 52.38489445091511, 4.783925651197195 52.38489445091511, 4.783925651197195 52.386696252716916))"
3600,3600,GBA,"POLYGON ((4.783925651197195 52.38849805451872, 4.786873380281664 52.38849805451872, 4.786873380281664 52.386696252716916, 4.783925651197195 52.386696252716916, 4.783925651197195 52.38849805451872))"
3601,3601,GBA,"POLYGON ((4.783925651197195 52.390299856320524, 4.786873380281664 52.390299856320524, 4.786873380281664 52.38849805451872, 4.783925651197195 52.38849805451872, 4.783925651197195 52.390299856320524))"
3602,3602,GBA,"POLYGON ((4.783925651197195 52.39210165812233, 4.786873380281664 52.39210165812233, 4.786873380281664 52.390299856320524, 4.783925651197195 52.390299856320524, 4.783925651197195 52.39210165812233))"
3603,3603,GBA,"POLYGON ((4.783925651197195 52.39390345992413, 4.786873380281664 52.39390345992413, 4.786873380281664 52.39210165812233, 4.783925651197195 52.39210165812233, 4.783925651197195 52.39390345992413))"
3604,3604,GBA,"POLYGON ((4.783925651197195 52.39570526172594, 4.786873380281664 52.39570526172594, 4.786873380281664 52.39390345992413, 4.783925651197195 52.39390345992413, 4.783925651197195 52.39570526172594))"
3605,3605,GBA,"POLYGON ((4.783925651197195 52.39750706352774, 4.786873380281664 52.39750706352774, 4.786873380281664 52.39570526172594, 4.783925651197195 52.39570526172594, 4.783925651197195 52.39750706352774))"
3606,3606,GBA,"POLYGON ((4.783925651197195 52.399308865329544, 4.786873380281664 52.399308865329544, 4.786873380281664 52.39750706352774, 4.783925651197195 52.39750706352774, 4.783925651197195 52.399308865329544))"
3607,3607,GBA,"POLYGON ((4.783925651197195 52.40111066713135, 4.786873380281664 52.40111066713135, 4.786873380281664 52.399308865329544, 4.783925651197195 52.399308865329544, 4.783925651197195 52.40111066713135))"
3608,3608,GBA,"POLYGON ((4.783925651197195 52.40291246893315, 4.786873380281664 52.40291246893315, 4.786873380281664 52.40111066713135, 4.783925651197195 52.40111066713135, 4.783925651197195 52.40291246893315))"
3609,3609,GBA,"POLYGON ((4.783925651197195 52.40471427073496, 4.786873380281664 52.40471427073496, 4.786873380281664 52.40291246893315, 4.783925651197195 52.40291246893315, 4.783925651197195 52.40471427073496))"
3610,3610,GBA,"POLYGON ((4.783925651197195 52.40651607253676, 4.786873380281664 52.40651607253676, 4.786873380281664 52.40471427073496, 4.783925651197195 52.40471427073496, 4.783925651197195 52.40651607253676))"
3611,3611,GBA,"POLYGON ((4.783925651197195 52.408317874338564, 4.786873380281664 52.408317874338564, 4.786873380281664 52.40651607253676, 4.783925651197195 52.40651607253676, 4.783925651197195 52.408317874338564))"
3612,3612,GBA,"POLYGON ((4.783925651197195 52.41011967614037, 4.786873380281664 52.41011967614037, 4.786873380281664 52.408317874338564, 4.783925651197195 52.408317874338564, 4.783925651197195 52.41011967614037))"
