,id,service_area,geometry
7426,7426,Amstelveen,"POLYGON ((4.8753052528157355 52.300209766230324, 4.8782529819002045 52.300209766230324, 4.8782529819002045 52.29840796442852, 4.8753052528157355 52.29840796442852, 4.8753052528157355 52.300209766230324))"
7427,7427,Amstelveen,"POLYGON ((4.8753052528157355 52.30201156803213, 4.8782529819002045 52.30201156803213, 4.8782529819002045 52.300209766230324, 4.8753052528157355 52.300209766230324, 4.8753052528157355 52.30201156803213))"
7428,7428,Amstelveen,"POLYGON ((4.8753052528157355 52.30381336983393, 4.8782529819002045 52.30381336983393, 4.8782529819002045 52.30201156803213, 4.8753052528157355 52.30201156803213, 4.8753052528157355 52.30381336983393))"
7429,7429,Amstelveen,"POLYGON ((4.8753052528157355 52.305615171635736, 4.8782529819002045 52.305615171635736, 4.8782529819002045 52.30381336983393, 4.8753052528157355 52.30381336983393, 4.8753052528157355 52.305615171635736))"
7430,7430,Amstelveen,"POLYGON ((4.8753052528157355 52.30741697343754, 4.8782529819002045 52.30741697343754, 4.8782529819002045 52.305615171635736, 4.8753052528157355 52.305615171635736, 4.8753052528157355 52.30741697343754))"
7431,7431,Amstelveen,"POLYGON ((4.8753052528157355 52.309218775239344, 4.8782529819002045 52.309218775239344, 4.8782529819002045 52.30741697343754, 4.8753052528157355 52.30741697343754, 4.8753052528157355 52.309218775239344))"
7432,7432,Amstelveen,"POLYGON ((4.8753052528157355 52.31102057704115, 4.8782529819002045 52.31102057704115, 4.8782529819002045 52.309218775239344, 4.8753052528157355 52.309218775239344, 4.8753052528157355 52.31102057704115))"
7433,7433,Amstelveen,"POLYGON ((4.8753052528157355 52.31282237884295, 4.8782529819002045 52.31282237884295, 4.8782529819002045 52.31102057704115, 4.8753052528157355 52.31102057704115, 4.8753052528157355 52.31282237884295))"
7434,7434,Amstelveen,"POLYGON ((4.8753052528157355 52.314624180644756, 4.8782529819002045 52.314624180644756, 4.8782529819002045 52.31282237884295, 4.8753052528157355 52.31282237884295, 4.8753052528157355 52.314624180644756))"
7435,7435,Amstelveen,"POLYGON ((4.8753052528157355 52.31642598244656, 4.8782529819002045 52.31642598244656, 4.8782529819002045 52.314624180644756, 4.8753052528157355 52.314624180644756, 4.8753052528157355 52.31642598244656))"
7436,7436,Amstelveen,"POLYGON ((4.8753052528157355 52.318227784248364, 4.8782529819002045 52.318227784248364, 4.8782529819002045 52.31642598244656, 4.8753052528157355 52.31642598244656, 4.8753052528157355 52.318227784248364))"
7437,7437,Amstelveen,"POLYGON ((4.8753052528157355 52.32002958605017, 4.8782529819002045 52.32002958605017, 4.8782529819002045 52.318227784248364, 4.8753052528157355 52.318227784248364, 4.8753052528157355 52.32002958605017))"
7438,7438,Amstelveen,"POLYGON ((4.8753052528157355 52.32183138785197, 4.8782529819002045 52.32183138785197, 4.8782529819002045 52.32002958605017, 4.8753052528157355 52.32002958605017, 4.8753052528157355 52.32183138785197))"
7439,7439,Amstelveen,"POLYGON ((4.8753052528157355 52.323633189653776, 4.8782529819002045 52.323633189653776, 4.8782529819002045 52.32183138785197, 4.8753052528157355 52.32183138785197, 4.8753052528157355 52.323633189653776))"
7440,7440,Amstelveen,"POLYGON ((4.8753052528157355 52.32543499145558, 4.8782529819002045 52.32543499145558, 4.8782529819002045 52.323633189653776, 4.8753052528157355 52.323633189653776, 4.8753052528157355 52.32543499145558))"
7441,7441,Amstelveen,"POLYGON ((4.8753052528157355 52.327236793257384, 4.8782529819002045 52.327236793257384, 4.8782529819002045 52.32543499145558, 4.8753052528157355 52.32543499145558, 4.8753052528157355 52.327236793257384))"
7442,7442,Amstelveen,"POLYGON ((4.8753052528157355 52.32903859505919, 4.8782529819002045 52.32903859505919, 4.8782529819002045 52.327236793257384, 4.8753052528157355 52.327236793257384, 4.8753052528157355 52.32903859505919))"
7443,7443,Amstelveen,"POLYGON ((4.8753052528157355 52.33084039686099, 4.8782529819002045 52.33084039686099, 4.8782529819002045 52.32903859505919, 4.8753052528157355 52.32903859505919, 4.8753052528157355 52.33084039686099))"
7444,7444,Amstelveen,"POLYGON ((4.8753052528157355 52.332642198662796, 4.8782529819002045 52.332642198662796, 4.8782529819002045 52.33084039686099, 4.8753052528157355 52.33084039686099, 4.8753052528157355 52.332642198662796))"
7445,7445,Dirk,"POLYGON ((4.8753052528157355 52.3344440004646, 4.8782529819002045 52.3344440004646, 4.8782529819002045 52.332642198662796, 4.8753052528157355 52.332642198662796, 4.8753052528157355 52.3344440004646))"
7446,7446,Dirk,"POLYGON ((4.8753052528157355 52.336245802266404, 4.8782529819002045 52.336245802266404, 4.8782529819002045 52.3344440004646, 4.8753052528157355 52.3344440004646, 4.8753052528157355 52.336245802266404))"
7447,7447,Dirk,"POLYGON ((4.8753052528157355 52.33804760406821, 4.8782529819002045 52.33804760406821, 4.8782529819002045 52.336245802266404, 4.8753052528157355 52.336245802266404, 4.8753052528157355 52.33804760406821))"
7448,7448,Pieter,"POLYGON ((4.8753052528157355 52.33984940587001, 4.8782529819002045 52.33984940587001, 4.8782529819002045 52.33804760406821, 4.8753052528157355 52.33804760406821, 4.8753052528157355 52.33984940587001))"
7449,7449,Dirk,"POLYGON ((4.8753052528157355 52.341651207671816, 4.8782529819002045 52.341651207671816, 4.8782529819002045 52.33984940587001, 4.8753052528157355 52.33984940587001, 4.8753052528157355 52.341651207671816))"
7450,7450,Dirk,"POLYGON ((4.8753052528157355 52.34345300947362, 4.8782529819002045 52.34345300947362, 4.8782529819002045 52.341651207671816, 4.8753052528157355 52.341651207671816, 4.8753052528157355 52.34345300947362))"
7451,7451,Dirk,"POLYGON ((4.8753052528157355 52.345254811275424, 4.8782529819002045 52.345254811275424, 4.8782529819002045 52.34345300947362, 4.8753052528157355 52.34345300947362, 4.8753052528157355 52.345254811275424))"
7452,7452,Dirk,"POLYGON ((4.8753052528157355 52.34705661307723, 4.8782529819002045 52.34705661307723, 4.8782529819002045 52.345254811275424, 4.8753052528157355 52.345254811275424, 4.8753052528157355 52.34705661307723))"
7453,7453,Dirk,"POLYGON ((4.8753052528157355 52.34885841487903, 4.8782529819002045 52.34885841487903, 4.8782529819002045 52.34705661307723, 4.8753052528157355 52.34705661307723, 4.8753052528157355 52.34885841487903))"
7454,7454,Dirk,"POLYGON ((4.8753052528157355 52.350660216680836, 4.8782529819002045 52.350660216680836, 4.8782529819002045 52.34885841487903, 4.8753052528157355 52.34885841487903, 4.8753052528157355 52.350660216680836))"
7455,7455,Dirk,"POLYGON ((4.8753052528157355 52.35246201848264, 4.8782529819002045 52.35246201848264, 4.8782529819002045 52.350660216680836, 4.8753052528157355 52.350660216680836, 4.8753052528157355 52.35246201848264))"
7456,7456,Dirk,"POLYGON ((4.8753052528157355 52.354263820284444, 4.8782529819002045 52.354263820284444, 4.8782529819002045 52.35246201848264, 4.8753052528157355 52.35246201848264, 4.8753052528157355 52.354263820284444))"
7457,7457,Dirk,"POLYGON ((4.8753052528157355 52.35606562208625, 4.8782529819002045 52.35606562208625, 4.8782529819002045 52.354263820284444, 4.8753052528157355 52.354263820284444, 4.8753052528157355 52.35606562208625))"
7458,7458,Dirk,"POLYGON ((4.8753052528157355 52.35786742388805, 4.8782529819002045 52.35786742388805, 4.8782529819002045 52.35606562208625, 4.8753052528157355 52.35606562208625, 4.8753052528157355 52.35786742388805))"
7459,7459,Dirk,"POLYGON ((4.8753052528157355 52.359669225689856, 4.8782529819002045 52.359669225689856, 4.8782529819002045 52.35786742388805, 4.8753052528157355 52.35786742388805, 4.8753052528157355 52.359669225689856))"
7460,7460,Dirk,"POLYGON ((4.8753052528157355 52.36147102749166, 4.8782529819002045 52.36147102749166, 4.8782529819002045 52.359669225689856, 4.8753052528157355 52.359669225689856, 4.8753052528157355 52.36147102749166))"
7461,7461,Dirk,"POLYGON ((4.8753052528157355 52.363272829293464, 4.8782529819002045 52.363272829293464, 4.8782529819002045 52.36147102749166, 4.8753052528157355 52.36147102749166, 4.8753052528157355 52.363272829293464))"
7462,7462,Hendrik,"POLYGON ((4.8753052528157355 52.36507463109527, 4.8782529819002045 52.36507463109527, 4.8782529819002045 52.363272829293464, 4.8753052528157355 52.363272829293464, 4.8753052528157355 52.36507463109527))"
7463,7463,Hendrik,"POLYGON ((4.8753052528157355 52.36687643289707, 4.8782529819002045 52.36687643289707, 4.8782529819002045 52.36507463109527, 4.8753052528157355 52.36507463109527, 4.8753052528157355 52.36687643289707))"
7464,7464,Hendrik,"POLYGON ((4.8753052528157355 52.368678234698876, 4.8782529819002045 52.368678234698876, 4.8782529819002045 52.36687643289707, 4.8753052528157355 52.36687643289707, 4.8753052528157355 52.368678234698876))"
7465,7465,Hendrik,"POLYGON ((4.8753052528157355 52.37048003650068, 4.8782529819002045 52.37048003650068, 4.8782529819002045 52.368678234698876, 4.8753052528157355 52.368678234698876, 4.8753052528157355 52.37048003650068))"
7466,7466,Hendrik,"POLYGON ((4.8753052528157355 52.372281838302484, 4.8782529819002045 52.372281838302484, 4.8782529819002045 52.37048003650068, 4.8753052528157355 52.37048003650068, 4.8753052528157355 52.372281838302484))"
7467,7467,Hendrik,"POLYGON ((4.8753052528157355 52.37408364010429, 4.8782529819002045 52.37408364010429, 4.8782529819002045 52.372281838302484, 4.8753052528157355 52.372281838302484, 4.8753052528157355 52.37408364010429))"
7468,7468,Hendrik,"POLYGON ((4.8753052528157355 52.37588544190609, 4.8782529819002045 52.37588544190609, 4.8782529819002045 52.37408364010429, 4.8753052528157355 52.37408364010429, 4.8753052528157355 52.37588544190609))"
7469,7469,Hendrik,"POLYGON ((4.8753052528157355 52.377687243707896, 4.8782529819002045 52.377687243707896, 4.8782529819002045 52.37588544190609, 4.8753052528157355 52.37588544190609, 4.8753052528157355 52.377687243707896))"
7470,7470,Hendrik,"POLYGON ((4.8753052528157355 52.3794890455097, 4.8782529819002045 52.3794890455097, 4.8782529819002045 52.377687243707896, 4.8753052528157355 52.377687243707896, 4.8753052528157355 52.3794890455097))"
7471,7471,Hendrik,"POLYGON ((4.8753052528157355 52.381290847311504, 4.8782529819002045 52.381290847311504, 4.8782529819002045 52.3794890455097, 4.8753052528157355 52.3794890455097, 4.8753052528157355 52.381290847311504))"
7472,7472,Teunis,"POLYGON ((4.8753052528157355 52.38309264911331, 4.8782529819002045 52.38309264911331, 4.8782529819002045 52.381290847311504, 4.8753052528157355 52.381290847311504, 4.8753052528157355 52.38309264911331))"
7473,7473,Teunis,"POLYGON ((4.8753052528157355 52.38489445091511, 4.8782529819002045 52.38489445091511, 4.8782529819002045 52.38309264911331, 4.8753052528157355 52.38309264911331, 4.8753052528157355 52.38489445091511))"
7474,7474,Teunis,"POLYGON ((4.8753052528157355 52.386696252716916, 4.8782529819002045 52.386696252716916, 4.8782529819002045 52.38489445091511, 4.8753052528157355 52.38489445091511, 4.8753052528157355 52.386696252716916))"
7475,7475,Teunis,"POLYGON ((4.8753052528157355 52.38849805451872, 4.8782529819002045 52.38849805451872, 4.8782529819002045 52.386696252716916, 4.8753052528157355 52.386696252716916, 4.8753052528157355 52.38849805451872))"
7476,7476,Teunis,"POLYGON ((4.8753052528157355 52.390299856320524, 4.8782529819002045 52.390299856320524, 4.8782529819002045 52.38849805451872, 4.8753052528157355 52.38849805451872, 4.8753052528157355 52.390299856320524))"
7477,7477,Teunis,"POLYGON ((4.8753052528157355 52.39210165812233, 4.8782529819002045 52.39210165812233, 4.8782529819002045 52.390299856320524, 4.8753052528157355 52.390299856320524, 4.8753052528157355 52.39210165812233))"
7478,7478,Teunis,"POLYGON ((4.8753052528157355 52.39390345992413, 4.8782529819002045 52.39390345992413, 4.8782529819002045 52.39210165812233, 4.8753052528157355 52.39210165812233, 4.8753052528157355 52.39390345992413))"
7479,7479,Teunis,"POLYGON ((4.8753052528157355 52.39570526172594, 4.8782529819002045 52.39570526172594, 4.8782529819002045 52.39390345992413, 4.8753052528157355 52.39390345992413, 4.8753052528157355 52.39570526172594))"
7480,7480,Teunis,"POLYGON ((4.8753052528157355 52.39750706352774, 4.8782529819002045 52.39750706352774, 4.8782529819002045 52.39570526172594, 4.8753052528157355 52.39570526172594, 4.8753052528157355 52.39750706352774))"
7481,7481,Teunis,"POLYGON ((4.8753052528157355 52.399308865329544, 4.8782529819002045 52.399308865329544, 4.8782529819002045 52.39750706352774, 4.8753052528157355 52.39750706352774, 4.8753052528157355 52.399308865329544))"
7482,7482,Teunis,"POLYGON ((4.8753052528157355 52.40111066713135, 4.8782529819002045 52.40111066713135, 4.8782529819002045 52.399308865329544, 4.8753052528157355 52.399308865329544, 4.8753052528157355 52.40111066713135))"
7483,7483,Teunis,"POLYGON ((4.8753052528157355 52.40291246893315, 4.8782529819002045 52.40291246893315, 4.8782529819002045 52.40111066713135, 4.8753052528157355 52.40111066713135, 4.8753052528157355 52.40291246893315))"
7484,7484,Teunis,"POLYGON ((4.8753052528157355 52.40471427073496, 4.8782529819002045 52.40471427073496, 4.8782529819002045 52.40291246893315, 4.8753052528157355 52.40291246893315, 4.8753052528157355 52.40471427073496))"
7485,7485,GBA,"POLYGON ((4.8753052528157355 52.40651607253676, 4.8782529819002045 52.40651607253676, 4.8782529819002045 52.40471427073496, 4.8753052528157355 52.40471427073496, 4.8753052528157355 52.40651607253676))"
7486,7486,IJsbrand,"POLYGON ((4.8753052528157355 52.408317874338564, 4.8782529819002045 52.408317874338564, 4.8782529819002045 52.40651607253676, 4.8753052528157355 52.40651607253676, 4.8753052528157355 52.408317874338564))"
7487,7487,IJsbrand,"POLYGON ((4.8753052528157355 52.41011967614037, 4.8782529819002045 52.41011967614037, 4.8782529819002045 52.408317874338564, 4.8753052528157355 52.408317874338564, 4.8753052528157355 52.41011967614037))"
7488,7488,IJsbrand,"POLYGON ((4.8753052528157355 52.41192147794217, 4.8782529819002045 52.41192147794217, 4.8782529819002045 52.41011967614037, 4.8753052528157355 52.41011967614037, 4.8753052528157355 52.41192147794217))"
7489,7489,IJsbrand,"POLYGON ((4.8753052528157355 52.41372327974398, 4.8782529819002045 52.41372327974398, 4.8782529819002045 52.41192147794217, 4.8753052528157355 52.41192147794217, 4.8753052528157355 52.41372327974398))"
7490,7490,IJsbrand,"POLYGON ((4.8753052528157355 52.41552508154578, 4.8782529819002045 52.41552508154578, 4.8782529819002045 52.41372327974398, 4.8753052528157355 52.41372327974398, 4.8753052528157355 52.41552508154578))"
7491,7491,IJsbrand,"POLYGON ((4.8753052528157355 52.417326883347584, 4.8782529819002045 52.417326883347584, 4.8782529819002045 52.41552508154578, 4.8753052528157355 52.41552508154578, 4.8753052528157355 52.417326883347584))"
7492,7492,IJsbrand,"POLYGON ((4.8753052528157355 52.41912868514939, 4.8782529819002045 52.41912868514939, 4.8782529819002045 52.417326883347584, 4.8753052528157355 52.417326883347584, 4.8753052528157355 52.41912868514939))"
7493,7493,IJsbrand,"POLYGON ((4.8753052528157355 52.42093048695119, 4.8782529819002045 52.42093048695119, 4.8782529819002045 52.41912868514939, 4.8753052528157355 52.41912868514939, 4.8753052528157355 52.42093048695119))"
7494,7494,IJsbrand,"POLYGON ((4.8753052528157355 52.422732288753, 4.8782529819002045 52.422732288753, 4.8782529819002045 52.42093048695119, 4.8753052528157355 52.42093048695119, 4.8753052528157355 52.422732288753))"
7495,7495,IJsbrand,"POLYGON ((4.8753052528157355 52.4245340905548, 4.8782529819002045 52.4245340905548, 4.8782529819002045 52.422732288753, 4.8753052528157355 52.422732288753, 4.8753052528157355 52.4245340905548))"
7526,7526,Amstelveen,"POLYGON ((4.8782529819002045 52.255164721185224, 4.881200710984674 52.255164721185224, 4.881200710984674 52.25336291938342, 4.8782529819002045 52.25336291938342, 4.8782529819002045 52.255164721185224))"
7527,7527,Amstelveen,"POLYGON ((4.8782529819002045 52.25696652298703, 4.881200710984674 52.25696652298703, 4.881200710984674 52.255164721185224, 4.8782529819002045 52.255164721185224, 4.8782529819002045 52.25696652298703))"
7528,7528,Amstelveen,"POLYGON ((4.8782529819002045 52.25876832478883, 4.881200710984674 52.25876832478883, 4.881200710984674 52.25696652298703, 4.8782529819002045 52.25696652298703, 4.8782529819002045 52.25876832478883))"
7529,7529,Amstelveen,"POLYGON ((4.8782529819002045 52.260570126590636, 4.881200710984674 52.260570126590636, 4.881200710984674 52.25876832478883, 4.8782529819002045 52.25876832478883, 4.8782529819002045 52.260570126590636))"
7530,7530,Amstelveen,"POLYGON ((4.8782529819002045 52.26237192839244, 4.881200710984674 52.26237192839244, 4.881200710984674 52.260570126590636, 4.8782529819002045 52.260570126590636, 4.8782529819002045 52.26237192839244))"
7531,7531,Amstelveen,"POLYGON ((4.8782529819002045 52.264173730194244, 4.881200710984674 52.264173730194244, 4.881200710984674 52.26237192839244, 4.8782529819002045 52.26237192839244, 4.8782529819002045 52.264173730194244))"
