Date,Hour,has_roadsign,Gemiddelde hoogte onderkant bord,Gemiddelde kijkrichting,Scheiding,Buispaal,Flespaal,Lichtmast,Overig,Mast,Bouwwerk,Portaal,Hekwerk,VRI-Mast,Muur,grid_id,LON,LAT,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2008-03-01,8,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12468,4.994688280736732,52.37498454100519,8.337001,68.79123,2.937,-0.45857906,0.0,0.0,0.0,0.0,2.0,994.7,994.7,54.3,37.0,35.0,0.0,0.090831935,0.34325665,49.16208,74.966484,284.85037,286.17224,87.12,7.087,7.087,6.687,9.387,0.7,0.665,0.67,0.658
2019-03-07,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15563,5.068381507848459,52.32093048695107,8.85,71.36413,3.95,1.4403286,0.3,0.3,0.0,0.0,51.0,992.0,992.24054,5.9999995,6.0,1.0,0.0,0.09845913,0.32607496,40.991024,61.655712,226.06741,227.36629,78.84,9.6,8.2,7.8,9.8,0.707,0.691,0.636,0.601
2021-01-29,17,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16746,5.0949110696086795,52.4254349914557,7.537,86.848175,5.487,1.8014665,0.0,0.0,0.0,0.0,3.0,994.1,994.1,81.9,91.0,0.0,0.0,0.03316545,0.13699305,31.698402,48.34868,271.95245,273.84238,53.639996,7.187,5.437,6.037,10.687,0.732,0.737,0.698,0.629
2023-03-13,14,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7516,4.8797268464424395,52.23624580226628,14.3195,60.261593,6.7194996,6.097294,0.0,0.0,0.0,0.0,1.0,991.8,992.5073,20.4,22.0,1.0,0.0,0.24213922,0.6493281,50.659046,74.2159,230.7679,230.90614,91.079994,11.8695,7.8195,4.8195,7.0195,0.402,0.406,0.396,0.397
2020-08-26,5,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12053,4.9858450934833245,52.30291246893303,16.4065,83.78827,13.6565,11.21896,0.6,0.6,0.0,0.0,53.0,998.4,998.75354,100.0,100.0,99.0,38.0,0.065131485,0.30272162,43.6551,67.17642,248.72496,250.59393,75.96,15.7565,17.5565,17.8565,12.8065,0.6,0.445,0.448,0.613
2022-02-20,11,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199,4.776556328486022,52.340750306770914,9.55,88.84181,7.8,3.501594,1.1,1.1,0.0,0.0,55.0,1003.0,1003.2426,100.0,100.0,100.0,100.0,0.053393926,0.13317764,37.550606,59.27004,237.52882,238.91695,68.4,7.75,6.65,7.65,9.85,0.754,0.741,0.704,0.68
2018-11-20,7,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11779,4.979949635314387,52.259669225689734,3.35,73.43286,-0.95,-3.2754555,0.0,0.0,0.0,0.0,3.0,1013.2,1013.3251,100.0,100.0,18.0,1.0,0.036853056,0.20695806,29.888672,46.438602,80.99158,82.875084,51.48,4.15,6.0,10.5,13.65,0.545,0.54,0.466,0.6
2020-02-22,14,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10268,4.944576886300758,52.23984940586989,11.313,77.989296,7.613,3.9308376,0.1,0.1,0.0,0.0,51.0,1015.1,1015.46576,81.6,48.0,16.0,96.0,0.12473851,0.29545784,46.377167,67.637856,242.24155,242.0711,85.67999,9.313,7.513,7.763,10.013,0.698,0.709,0.702,0.64
2022-02-21,9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3671,4.788347244823899,52.2902998563204,4.5435004,79.44251,1.2935,-3.4460874,2.3,1.4,0.63,0.0,73.0,993.3,993.54456,100.0,100.0,100.0,100.0,0.051451728,0.1741516,41.643456,64.60972,235.2108,237.28397,73.439995,5.3435,6.5935,7.1935,7.7935004,0.429,0.423,0.424,0.403
2022-02-20,21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15302,5.062486049679521,52.301110667131226,10.0065,90.704834,8.5565,1.7407713,1.6,1.6,0.0,0.0,61.0,988.3,988.5384,100.0,100.0,100.0,0.0,0.020727191,0.114384174,54.083935,81.9607,228.77829,229.45338,87.479996,8.5565,7.1064997,7.5065,9.7565,0.764,0.76,0.715,0.681
2012-11-25,12,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5906,4.841406368344342,52.26327282929334,9.662999,67.626305,3.963,0.8699317,0.0,0.0,0.0,0.0,0.0,1004.4,1004.8853,15.299999,17.0,0.0,0.0,0.11479077,0.3893603,50.495052,72.511185,228.46832,229.42964,82.799995,8.863,8.162999,9.212999,12.313,0.49,0.488,0.484,0.479
2023-07-05,20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3615,4.785399515739429,52.41462418064488,13.6805,89.76842,12.0305,12.934057,0.0,0.0,0.0,0.0,0.0,1013.0,1012.7589,5.1000004,1.0,7.0,0.0,0.013777999,0.16037261,9.449572,22.218153,229.63554,243.01984,19.44,15.5305,16.130499,15.9305,10.7805,0.658,0.518,0.547,0.666
2023-07-05,20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15067,5.056590591510583,52.328137694158286,14.1,86.610016,11.9,13.114761,0.0,0.0,0.0,0.0,0.0,1013.1,1013.3412,6.3,1.0,9.0,0.0,0.019752504,0.2156663,10.799999,22.702845,233.13002,242.62238,21.24,16.15,16.45,16.15,10.9,0.633,0.456,0.536,0.651
2019-03-07,19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10779,4.956367802638635,52.259669225689734,7.663,75.27103,3.563,0.13415956,0.2,0.2,0.0,0.0,51.0,993.1,993.46277,90.600006,34.0,100.0,0.0,0.05188451,0.25981003,41.28872,63.024677,227.8272,228.93732,72.72,8.513,8.313,7.863,9.763,0.701,0.688,0.636,0.6
2018-08-09,21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12678,5.000583738905671,52.30291246893303,16.280499,92.01433,14.9805,14.2458,1.0,1.0,0.0,0.0,55.0,1009.3,1009.1808,80.1,23.0,99.0,0.0,0.009763477,0.14791405,25.364037,39.961617,276.5197,280.90497,67.67999,19.380499,21.2305,18.880499,12.580501,0.496,0.317,0.465,0.628
2018-06-18,15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12591,4.997636009821202,52.37138093740158,17.487,77.89011,13.587001,15.164841,0.1,0.1,0.0,0.0,51.0,1019.2,1019.2,90.0,100.0,0.0,0.0,0.1815253,0.4420855,23.83624,33.667217,244.98314,245.35324,44.639996,17.487,16.036999,15.187,10.237,0.496,0.483,0.559,0.652
2022-02-18,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13673,5.024165571581422,52.29390345992402,9.0065,63.996746,2.5565,-0.9787693,0.0,0.0,0.0,0.0,0.0,985.8,986.039,15.9,11.0,10.0,0.0,0.11806459,0.414321,56.84125,86.481705,231.17017,232.27138,107.27999,8.856501,7.9564996,7.4564996,9.8065,0.735,0.73,0.705,0.679
2022-02-20,12,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3188,4.776556328486022,52.32093048695107,9.0195,88.192116,7.1695,2.5380926,1.0,1.0,0.0,0.0,55.0,1002.6,1003.207,100.0,100.0,100.0,100.0,0.042901337,0.13599479,39.45738,62.480484,238.05006,239.14955,67.32,7.9195,6.6695,7.6695,9.8695,0.741,0.738,0.705,0.68
2012-09-24,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16160,5.083120153270804,52.270480036500565,14.376,73.13691,9.626,8.97283,0.0,0.0,0.0,0.0,3.0,991.2,991.43536,100.0,22.0,87.0,94.0,0.0883789,0.44050658,36.43655,58.26219,217.77574,219.98683,66.24,13.776,12.976,14.326,13.126,0.672,0.638,0.553,0.605
2022-01-31,16,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14150,5.035956487919299,52.25246201848251,6.4935,76.14311,2.5935,-0.621984,0.0,0.0,0.0,0.0,2.0,1014.6,1014.6,79.5,69.0,9.0,40.0,0.057929195,0.23136216,37.207355,56.510826,331.69934,333.10855,67.32,5.6435003,5.9435,6.7435,10.2435,0.686,0.662,0.68,0.674
2012-12-31,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15507,5.068381507848459,52.220029586050046,9.688999,83.84656,7.089,3.7364912,0.4,0.4,0.0,0.0,51.0,1001.6,1001.8422,100.0,100.0,99.0,100.0,0.031312972,0.19460726,35.69813,55.925278,201.90877,203.92505,72.0,8.539,7.589,7.289,10.839,0.702,0.706,0.722,0.686
