Date,Hour,grid_id,has_building,Gemiddeld Bouwjaar,Gewogen Gemiddeld Bouwjaar,Voor 1860,1860-1919,1920-1939,1940-1969,1970-1985,1986-2001,Na 2001,LON,LAT,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2022-02-16,18,12311,True,1973.333,1973.271,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.9917405516522635,52.31732688334747,11.7435,89.32105,10.0435,5.1306896,0.0,0.0,0.0,0.0,3.0,989.5,989.61847,100.0,100.0,20.0,12.0,0.02427608,0.14747047,45.54249,70.06325,230.77434,232.3057,76.67999,9.6935,7.7935004,7.2435,9.893499,0.736,0.726,0.689,0.662
2019-02-07,15,11093,True,2017.0,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.962263260807573,52.37498454100519,8.087001,72.4841,3.437,0.20641184,0.2,0.2,0.0,0.0,51.0,1004.6,1004.6,26.1,11.0,17.0,20.0,0.095748246,0.29754978,43.534702,64.40077,235.78424,236.39873,79.2,7.637,5.337,5.487,10.737,0.693,0.678,0.594,0.591
2023-08-22,23,11683,True,1992.4,1988.114,0.0,0.0,0.0,0.0,4.0,0.0,6.0,4.977001906229918,52.31192147794205,15.3175,94.98041,14.5175,15.904888,0.0,0.0,0.0,0.0,0.0,1020.7,1020.3374,0.0,0.0,0.0,0.0,0.0,0.08743143,6.193674,13.608762,215.53777,232.52374,9.72,17.917501,19.417501,16.6175,12.6675,0.474,0.513,0.505,0.634
2017-06-06,17,13739,True,1960.263,1963.505,0.0,0.0,9.0,5.0,0.0,1.0,4.0,5.024165571581422,52.412822378843074,13.287001,67.454544,7.387,8.020893,0.2,0.2,0.0,0.0,51.0,998.6,998.6,85.50001,3.0,100.0,76.0,0.16241764,0.49732733,31.485083,46.43023,218.96675,221.22762,79.92,16.837,16.786999,14.787001,9.337001,0.329,0.416,0.527,0.615
2022-02-21,9,5343,True,1953.9,1953.782,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.826667722921996,52.37498454100519,4.1305003,83.17376,1.5304999,-4.124656,2.6,1.4999999,0.77,0.0,73.0,992.4,992.15546,100.0,100.0,100.0,100.0,0.042571586,0.13848078,43.738148,70.21476,235.39426,237.77667,74.520004,4.9805,6.7805004,7.5805,9.7805,0.745,0.742,0.717,0.682
2017-05-25,15,8449,True,1960.667,1963.589,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.900360950033722,52.340750306770914,21.5545,57.86038,12.9045,21.635303,0.0,0.0,0.0,0.0,0.0,1024.4,1023.8065,0.0,0.0,0.0,0.0,0.3915331,1.0845442,8.891343,11.304229,58.240574,52.765083,25.56,21.404501,15.4545,12.1045,8.6045,0.526,0.551,0.584,0.647
2017-12-31,10,9088,True,1880.571,1857.401,5.0,1.0,0.0,0.0,0.0,0.0,1.0,4.915099595456067,52.36597553199617,11.9045,88.44276,10.054501,7.2612877,0.6,0.6,0.0,0.0,53.0,997.0,996.40265,100.0,100.0,100.0,68.0,0.040397625,0.1613015,32.058197,51.69605,214.93938,216.79019,59.399998,8.804501,6.8545003,7.5545,11.6045,0.72,0.705,0.683,0.628
2021-03-11,17,5217,True,1985.0,1977.02,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.8237199938375275,52.37318273920339,8.4805,74.623215,4.2305,2.1895232,0.0,0.0,0.0,0.0,3.0,995.3,995.0587,100.0,24.0,93.0,98.0,0.07146798,0.28183585,33.70377,54.08393,246.72102,247.70279,64.079994,8.5305,6.3805003,6.5305004,9.1805,0.681,0.667,0.678,0.68
2022-10-05,16,7347,True,1919.667,1910.287,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.873831388273501,52.3821917482124,17.648,65.25804,11.048,13.451832,0.0,0.0,0.0,0.0,3.0,1011.0,1010.1688,100.0,100.0,90.0,0.0,0.13991101,0.7018398,30.993471,49.533695,210.73541,212.53505,59.039997,16.298,14.098,13.898,13.698,0.617,0.62,0.486,0.61
2021-05-19,13,12807,True,1918.5,1924.74,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.00353146799014,52.31011967614025,11.737,78.85343,8.187,9.465435,0.3,0.3,0.0,0.0,51.0,1016.2,1016.2,97.200005,28.0,77.0,86.0,0.14651456,0.2919165,12.324414,16.039202,276.70975,279.0394,24.84,14.337001,11.337001,9.737,8.637,0.66,0.647,0.591,0.654
