OBJECTNUMMER,ElementID,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT
517,517,"LINESTRING(4.899343 52.333785,4.899709 52.333865,4.900275 52.333934,4.901329 52.333901,4.902023 52.333848,4.902516 52.333828,4.903014 52.333859,4.903528 52.333923,4.903768 52.333991,4.903937 52.334055,4.904211 52.334201,4.904536 52.334451,4.90509 52.334948,4.905689 52.335595,4.905947 52.335949,4.9061 52.336436,4.906097 52.336718,4.90619 52.336802,4.906413 52.337735,4.906584 52.338099,4.906691 52.338236,4.907188 52.338634,4.909323 52.339542,4.910246 52.33981,4.911191 52.339999,4.911596 52.340112,4.912345 52.340453,4.913087 52.340911,4.913247 52.341048,4.913437 52.34126,4.913595 52.341536,4.913888 52.341926,4.913902 52.342233,4.913847 52.342447,4.913575 52.342924)","LINESTRING(52.333785 4.899343,52.333865 4.899709,52.333934 4.900275,52.333901 4.901329,52.333848 4.902023,52.333828 4.902516,52.333859 4.903014,52.333923 4.903528,52.333991 4.903768,52.334055 4.903937,52.334201 4.904211,52.334451 4.904536,52.334948 4.90509,52.335595 4.905689,52.335949 4.905947,52.336436 4.9061,52.336718 4.906097,52.336802 4.90619,52.337735 4.906413,52.338099 4.906584,52.338236 4.906691,52.338634 4.907188,52.339542 4.909323,52.33981 4.910246,52.339999 4.911191,52.340112 4.911596,52.340453 4.912345,52.340911 4.913087,52.341048 4.913247,52.34126 4.913437,52.341536 4.913595,52.341926 4.913888,52.342233 4.913902,52.342447 4.913847,52.342924 4.913575)",4.9066225,52.3383545
518,518,"LINESTRING(4.914524 52.363678,4.91075 52.362944)","LINESTRING(52.363678 4.914524,52.362944 4.91075)",4.912637,52.363311
519,519,"LINESTRING(4.914631 52.362576,4.911332 52.361876)","LINESTRING(52.362576 4.914631,52.361876 4.911332)",4.9129815,52.362226
520,520,"LINESTRING(4.913388 52.392725,4.913723 52.393116,4.91392 52.393415,4.914142 52.393885,4.914251 52.394253,4.914331 52.394909,4.914283 52.39537,4.914028 52.396371,4.913796 52.396882,4.913548 52.397265,4.913019 52.397924,4.912579 52.398327,4.911243 52.399345,4.910907 52.399813,4.910746 52.400271,4.910687 52.400825,4.910701 52.40122,4.911075 52.402021,4.911402 52.402427,4.912126 52.403203)","LINESTRING(52.392725 4.913388,52.393116 4.913723,52.393415 4.91392,52.393885 4.914142,52.394253 4.914251,52.394909 4.914331,52.39537 4.914283,52.396371 4.914028,52.396882 4.913796,52.397265 4.913548,52.397924 4.913019,52.398327 4.912579,52.399345 4.911243,52.399813 4.910907,52.400271 4.910746,52.400825 4.910687,52.40122 4.910701,52.402021 4.911075,52.402427 4.911402,52.403203 4.912126)",4.912509,52.397964
521,521,"LINESTRING(4.914901 52.371019,4.914227 52.370726,4.913989 52.370689,4.913482 52.370737,4.912638 52.371036,4.91245 52.371079,4.912315 52.371052)","LINESTRING(52.371019 4.914901,52.370726 4.914227,52.370689 4.913989,52.370737 4.913482,52.371036 4.912638,52.371079 4.91245,52.371052 4.912315)",4.913608,52.370884
522,522,"LINESTRING(4.91521 52.361575,4.914631 52.362576)","LINESTRING(52.361575 4.91521,52.362576 4.914631)",4.9149205,52.3620755
523,523,"LINESTRING(4.91521 52.361575,4.913871 52.361221,4.911959 52.361045,4.910575 52.360382,4.909472 52.360404,4.908583 52.360258)","LINESTRING(52.361575 4.91521,52.361221 4.913871,52.361045 4.911959,52.360382 4.910575,52.360404 4.909472,52.360258 4.908583)",4.9118965,52.3609165
524,524,"LINESTRING(4.915251 52.409079,4.910018 52.404709,4.909828 52.40458,4.909812 52.404452,4.909882 52.404399,4.912126 52.403203)","LINESTRING(52.409079 4.915251,52.404709 4.910018,52.40458 4.909828,52.404452 4.909812,52.404399 4.909882,52.403203 4.912126)",4.9125315,52.406141
525,525,"LINESTRING(4.915251 52.409079,4.912725 52.410307,4.91063 52.411583,4.910476 52.411868,4.910707 52.412411,4.91114 52.413184,4.912409 52.416002,4.913293 52.41708,4.913623 52.417813)","LINESTRING(52.409079 4.915251,52.410307 4.912725,52.411583 4.91063,52.411868 4.910476,52.412411 4.910707,52.413184 4.91114,52.416002 4.912409,52.41708 4.913293,52.417813 4.913623)",4.9128635,52.413446
526,526,"LINESTRING(4.916849 52.349761,4.916427 52.350074,4.915054 52.35085,4.913817 52.351707,4.910892 52.356406)","LINESTRING(52.349761 4.916849,52.350074 4.916427,52.35085 4.915054,52.351707 4.913817,52.356406 4.910892)",4.9138705,52.3530835
527,527,"LINESTRING(4.917418 52.358035,4.910892 52.356406)","LINESTRING(52.358035 4.917418,52.356406 4.910892)",4.914155,52.3572205
528,528,"LINESTRING(4.917418 52.358035,4.916728 52.359047,4.916079 52.360087,4.91521 52.361575)","LINESTRING(52.358035 4.917418,52.359047 4.916728,52.360087 4.916079,52.361575 4.91521)",4.916314,52.359805
529,529,"LINESTRING(4.918861 52.36362,4.918637 52.363494,4.918391 52.363384,4.917907 52.363269,4.916678 52.363024,4.915946 52.362855,4.914631 52.362576)","LINESTRING(52.36362 4.918861,52.363494 4.918637,52.363384 4.918391,52.363269 4.917907,52.363024 4.916678,52.362855 4.915946,52.362576 4.914631)",4.916746,52.363098
530,530,"LINESTRING(4.918861 52.36362,4.918556 52.364041,4.911767 52.366418)","LINESTRING(52.36362 4.918861,52.364041 4.918556,52.366418 4.911767)",4.915314,52.365019
531,531,"LINESTRING(4.919173 52.341497,4.918562 52.342798,4.918418 52.342805,4.917942 52.342582,4.917734 52.342554,4.917206 52.342595,4.916291 52.342712,4.916065 52.34276,4.915952 52.34281,4.915499 52.343133,4.915238 52.343362,4.914988 52.343639,4.914804 52.343761,4.914682 52.343866,4.914304 52.344532,4.913994 52.345136,4.914009 52.345195,4.914535 52.345521,4.914513 52.345653,4.914326 52.346001,4.913933 52.346886,4.912894 52.348922,4.911613 52.351313,4.911454 52.351655,4.910249 52.35287,4.908783 52.354393,4.908604 52.354473,4.908444 52.354524,4.907815 52.354926,4.907523 52.355432,4.907446 52.35562)","LINESTRING(52.341497 4.919173,52.342798 4.918562,52.342805 4.918418,52.342582 4.917942,52.342554 4.917734,52.342595 4.917206,52.342712 4.916291,52.34276 4.916065,52.34281 4.915952,52.343133 4.915499,52.343362 4.915238,52.343639 4.914988,52.343761 4.914804,52.343866 4.914682,52.344532 4.914304,52.345136 4.913994,52.345195 4.914009,52.345521 4.914535,52.345653 4.914513,52.346001 4.914326,52.346886 4.913933,52.348922 4.912894,52.351313 4.911613,52.351655 4.911454,52.35287 4.910249,52.354393 4.908783,52.354473 4.908604,52.354524 4.908444,52.354926 4.907815,52.355432 4.907523,52.35562 4.907446)",4.9133095,52.3485585
532,532,"LINESTRING(4.917709 52.389767,4.917129 52.389292,4.914921 52.387738,4.914294 52.387361,4.914192 52.387211,4.914013 52.387034,4.913403 52.386716,4.913235 52.386654,4.913014 52.386631,4.911164 52.385793,4.910167 52.385321,4.909738 52.385169,4.909401 52.385104,4.909155 52.385074,4.907808 52.384992,4.907565 52.384952,4.906852 52.384646,4.906565 52.384509,4.906441 52.384425)","LINESTRING(52.389767 4.917709,52.389292 4.917129,52.387738 4.914921,52.387361 4.914294,52.387211 4.914192,52.387034 4.914013,52.386716 4.913403,52.386654 4.913235,52.386631 4.913014,52.385793 4.911164,52.385321 4.910167,52.385169 4.909738,52.385104 4.909401,52.385074 4.909155,52.384992 4.907808,52.384952 4.907565,52.384646 4.906852,52.384509 4.906565,52.384425 4.906441)",4.912075,52.387096
533,533,"LINESTRING(4.919021 52.391235,4.919021 52.391235,4.919021 52.391235)","LINESTRING(52.391235 4.919021,52.391235 4.919021,52.391235 4.919021)",4.919021,52.391235
534,534,"LINESTRING(4.92023 52.363064,4.920057 52.363015,4.919722 52.362825,4.91931 52.362453,4.91877 52.362149,4.918234 52.361988,4.917562 52.361929,4.916402 52.3619,4.915841 52.361766,4.91521 52.361575)","LINESTRING(52.363064 4.92023,52.363015 4.920057,52.362825 4.919722,52.362453 4.91931,52.362149 4.91877,52.361988 4.918234,52.361929 4.917562,52.3619 4.916402,52.361766 4.915841,52.361575 4.91521)",4.91772,52.3623195
535,535,"LINESTRING(4.92023 52.363064,4.919817 52.363377,4.918861 52.36362)","LINESTRING(52.363064 4.92023,52.363377 4.919817,52.36362 4.918861)",4.9195455,52.363342
536,536,"LINESTRING(4.921061 52.374764,4.920831 52.374154,4.917115 52.371851,4.915868 52.371448,4.914901 52.371019)","LINESTRING(52.374764 4.921061,52.374154 4.920831,52.371851 4.917115,52.371448 4.915868,52.371019 4.914901)",4.917981,52.3728915
537,537,"LINESTRING(4.921089 52.406471,4.919321 52.407212,4.915251 52.409079)","LINESTRING(52.406471 4.921089,52.407212 4.919321,52.409079 4.915251)",4.91817,52.407775
538,538,"LINESTRING(4.921089 52.406471,4.919615 52.405184,4.919459 52.405141,4.917537 52.405591,4.917433 52.40558,4.917277 52.405505,4.91532 52.402715,4.915129 52.402618,4.914781 52.402585,4.914187 52.4027,4.912126 52.403203)","LINESTRING(52.406471 4.921089,52.405184 4.919615,52.405141 4.919459,52.405591 4.917537,52.40558 4.917433,52.405505 4.917277,52.402715 4.91532,52.402618 4.915129,52.402585 4.914781,52.4027 4.914187,52.403203 4.912126)",4.9166075,52.404528
539,539,"LINESTRING(4.921889 52.3521,4.916849 52.349761)","LINESTRING(52.3521 4.921889,52.349761 4.916849)",4.919369,52.3509305
540,540,"LINESTRING(4.921889 52.3521,4.920568 52.353207,4.920115 52.353554,4.920206 52.353667,4.92029 52.353876,4.920165 52.354453,4.919388 52.355385,4.918108 52.357076,4.917418 52.358035)","LINESTRING(52.3521 4.921889,52.353207 4.920568,52.353554 4.920115,52.353667 4.920206,52.353876 4.92029,52.354453 4.920165,52.355385 4.919388,52.357076 4.918108,52.358035 4.917418)",4.9196535,52.3550675
541,541,"LINESTRING(4.923069 52.363909,4.922398 52.363501,4.922038 52.363352,4.921653 52.363224,4.920562 52.363157,4.92023 52.363064)","LINESTRING(52.363909 4.923069,52.363501 4.922398,52.363352 4.922038,52.363224 4.921653,52.363157 4.920562,52.363064 4.92023)",4.9216495,52.3634865
542,542,"LINESTRING(4.923189 52.401879,4.922887 52.401524,4.922621 52.401085,4.922484 52.400611,4.922398 52.399947,4.922265 52.399658,4.922114 52.399532,4.921973 52.399459,4.921361 52.399259,4.921202 52.399347,4.920786 52.399367,4.920621 52.399426,4.920376 52.399296,4.920237 52.399177,4.920135 52.398974,4.920097 52.398701,4.920109 52.39854,4.920276 52.398224,4.921651 52.396868,4.921736 52.396695,4.921749 52.396595,4.92173 52.396414,4.921534 52.395987,4.919779 52.392605,4.919195 52.39155,4.91878 52.390928,4.917971 52.389993)","LINESTRING(52.401879 4.923189,52.401524 4.922887,52.401085 4.922621,52.400611 4.922484,52.399947 4.922398,52.399658 4.922265,52.399532 4.922114,52.399459 4.921973,52.399259 4.921361,52.399347 4.921202,52.399367 4.920786,52.399426 4.920621,52.399296 4.920376,52.399177 4.920237,52.398974 4.920135,52.398701 4.920097,52.39854 4.920109,52.398224 4.920276,52.396868 4.921651,52.396695 4.921736,52.396595 4.921749,52.396414 4.92173,52.395987 4.921534,52.392605 4.919779,52.39155 4.919195,52.390928 4.91878,52.389993 4.917971)",4.92058,52.395936
543,543,"LINESTRING(4.924037 52.361911,4.923069 52.363909)","LINESTRING(52.361911 4.924037,52.363909 4.923069)",4.923553,52.36291
544,544,"LINESTRING(4.924325 52.39511,4.921792 52.391245,4.920826 52.390292,4.919494 52.38937)","LINESTRING(52.39511 4.924325,52.391245 4.921792,52.390292 4.920826,52.38937 4.919494)",4.9219095,52.39224
545,545,"LINESTRING(4.924967 52.350121,4.923601 52.351007,4.922013 52.351999,4.921889 52.3521)","LINESTRING(52.350121 4.924967,52.351007 4.923601,52.351999 4.922013,52.3521 4.921889)",4.923428,52.3511105
546,546,"LINESTRING(4.924399 52.405083,4.921089 52.406471)","LINESTRING(52.405083 4.924399,52.406471 4.921089)",4.922744,52.405777
547,547,"LINESTRING(4.925347 52.36002,4.918658 52.358376,4.917418 52.358035)","LINESTRING(52.36002 4.925347,52.358376 4.918658,52.358035 4.917418)",4.9213825,52.3590275
548,548,"LINESTRING(4.925347 52.36002,4.924188 52.361601,4.924037 52.361911)","LINESTRING(52.36002 4.925347,52.361601 4.924188,52.361911 4.924037)",4.924692,52.3609655
549,549,"LINESTRING(4.925443 52.367432,4.919134 52.369605,4.916745 52.370415,4.916501 52.370475,4.915406 52.37085,4.915162 52.37098,4.91503 52.371021,4.914901 52.371019)","LINESTRING(52.367432 4.925443,52.369605 4.919134,52.370415 4.916745,52.370475 4.916501,52.37085 4.915406,52.37098 4.915162,52.371021 4.91503,52.371019 4.914901)",4.920172,52.3692265
550,550,"LINESTRING(4.925443 52.367432,4.925374 52.367299,4.925267 52.367188,4.924995 52.366978,4.924491 52.366768,4.923989 52.366529,4.920847 52.364563,4.920283 52.364274,4.919594 52.364009,4.918861 52.36362)","LINESTRING(52.367432 4.925443,52.367299 4.925374,52.367188 4.925267,52.366978 4.924995,52.366768 4.924491,52.366529 4.923989,52.364563 4.920847,52.364274 4.920283,52.364009 4.919594,52.36362 4.918861)",4.922152,52.365526
551,551,"LINESTRING(4.925862 52.365504,4.925134 52.365164,4.923069 52.363909)","LINESTRING(52.365504 4.925862,52.365164 4.925134,52.363909 4.923069)",4.9244655,52.3647065
552,552,"LINESTRING(4.926843 52.365886,4.926701 52.366039,4.926227 52.366362,4.925111 52.367003)","LINESTRING(52.365886 4.926843,52.366039 4.926701,52.366362 4.926227,52.367003 4.925111)",4.925977,52.3664445
553,553,"LINESTRING(4.926843 52.365886,4.926628 52.365862,4.925862 52.365504)","LINESTRING(52.365886 4.926843,52.365862 4.926628,52.365504 4.925862)",4.9263525,52.365695
554,554,"LINESTRING(4.927043 52.357227,4.925389 52.359963)","LINESTRING(52.357227 4.927043,52.359963 4.925389)",4.926216,52.358595
555,555,"LINESTRING(4.92673 52.397515,4.925069 52.396044,4.924325 52.39511)","LINESTRING(52.397515 4.92673,52.396044 4.925069,52.39511 4.924325)",4.9255275,52.3963125
556,556,"LINESTRING(4.92735 52.339932,4.926637 52.340245,4.919311 52.343596)","LINESTRING(52.339932 4.92735,52.340245 4.926637,52.343596 4.919311)",4.9233305,52.341764
557,557,"LINESTRING(4.924501 52.331584,4.922983 52.333188,4.922822 52.333425,4.922719 52.333801,4.922747 52.333992,4.923237 52.334934,4.923329 52.335181,4.923344 52.3356,4.923249 52.336001,4.923131 52.336255,4.923149 52.336244,4.922987 52.33648,4.92177 52.337994,4.920583 52.339515,4.919354 52.341428)","LINESTRING(52.331584 4.924501,52.333188 4.922983,52.333425 4.922822,52.333801 4.922719,52.333992 4.922747,52.334934 4.923237,52.335181 4.923329,52.3356 4.923344,52.336001 4.923249,52.336255 4.923131,52.336244 4.923149,52.33648 4.922987,52.337994 4.92177,52.339515 4.920583,52.341428 4.919354)",4.9219275,52.336506
558,558,"LINESTRING(4.927559 52.346607,4.927087 52.346339,4.926187 52.345921,4.921221 52.345938,4.919905 52.345642)","LINESTRING(52.346607 4.927559,52.346339 4.927087,52.345921 4.926187,52.345938 4.921221,52.345642 4.919905)",4.923732,52.3461245
559,559,"LINESTRING(4.927559 52.346607,4.925573 52.34791,4.923959 52.348659,4.922954 52.348751,4.91875 52.348282,4.917617 52.349192,4.916849 52.349761)","LINESTRING(52.346607 4.927559,52.34791 4.925573,52.348659 4.923959,52.348751 4.922954,52.348282 4.91875,52.349192 4.917617,52.349761 4.916849)",4.922204,52.348184
560,560,"LINESTRING(4.927485 52.362644,4.924037 52.361911)","LINESTRING(52.362644 4.927485,52.361911 4.924037)",4.925761,52.3622775
561,561,"LINESTRING(4.927485 52.362644,4.925862 52.365504)","LINESTRING(52.362644 4.927485,52.365504 4.925862)",4.9266735,52.364074
562,562,"LINESTRING(4.92849 52.355091,4.928361 52.355018,4.922923 52.352579,4.921889 52.3521)","LINESTRING(52.355091 4.92849,52.355018 4.928361,52.352579 4.922923,52.3521 4.921889)",4.9251895,52.3535955
563,563,"LINESTRING(4.92849 52.355091,4.927343 52.356722,4.927043 52.357227)","LINESTRING(52.355091 4.92849,52.356722 4.927343,52.357227 4.927043)",4.9277665,52.356159
564,564,"LINESTRING(4.928661 52.360852,4.92798 52.361896)","LINESTRING(52.360852 4.928661,52.361896 4.92798)",4.9283205,52.361374
565,565,"LINESTRING(4.928661 52.360852,4.92759 52.360571,4.925347 52.36002)","LINESTRING(52.360852 4.928661,52.360571 4.92759,52.36002 4.925347)",4.927004,52.360436
566,566,"LINESTRING(4.928357 52.394078,4.924325 52.39511)","LINESTRING(52.394078 4.928357,52.39511 4.924325)",4.926341,52.394594
567,567,"LINESTRING(4.928357 52.394078,4.927978 52.393505,4.927665 52.393131,4.927259 52.392828,4.9252 52.391197,4.924939 52.391037,4.923261 52.390204,4.920173 52.388928,4.916239 52.387165,4.914759 52.386595,4.914253 52.38634,4.914029 52.386198,4.911846 52.384629,4.911381 52.384195)","LINESTRING(52.394078 4.928357,52.393505 4.927978,52.393131 4.927665,52.392828 4.927259,52.391197 4.9252,52.391037 4.924939,52.390204 4.923261,52.388928 4.920173,52.387165 4.916239,52.386595 4.914759,52.38634 4.914253,52.386198 4.914029,52.384629 4.911846,52.384195 4.911381)",4.919869,52.3891365
568,568,"LINESTRING(4.921089 52.406471,4.924036 52.409045,4.924762 52.409644,4.925022 52.409731,4.926696 52.409695,4.92687 52.409727,4.927026 52.409835,4.928217 52.410905,4.921298 52.414247,4.917755 52.411365,4.917394 52.410868,4.915251 52.409079)","LINESTRING(52.406471 4.921089,52.409045 4.924036,52.409644 4.924762,52.409731 4.925022,52.409695 4.926696,52.409727 4.92687,52.409835 4.927026,52.410905 4.928217,52.414247 4.921298,52.411365 4.917755,52.410868 4.917394,52.409079 4.915251)",4.921734,52.410359
569,569,"LINESTRING(4.929182 52.320229,4.928662 52.320145,4.928287 52.320119,4.927587 52.320114,4.927292 52.320156,4.924413 52.321173,4.923436 52.321554,4.922135 52.3221,4.919824 52.323109,4.919302 52.323279,4.918413 52.323507,4.917558 52.323761,4.917335 52.323855,4.918491 52.324926,4.926686 52.327731,4.927673 52.328139)","LINESTRING(52.320229 4.929182,52.320145 4.928662,52.320119 4.928287,52.320114 4.927587,52.320156 4.927292,52.321173 4.924413,52.321554 4.923436,52.3221 4.922135,52.323109 4.919824,52.323279 4.919302,52.323507 4.918413,52.323761 4.917558,52.323855 4.917335,52.324926 4.918491,52.327731 4.926686,52.328139 4.927673)",4.9232585,52.3241265
570,570,"LINESTRING(4.928983 52.360358,4.928661 52.360852)","LINESTRING(52.360358 4.928983,52.360852 4.928661)",4.928822,52.360605
571,571,"LINESTRING(4.92925 52.347567,4.926642 52.34916,4.925654 52.349702,4.924967 52.350121)","LINESTRING(52.347567 4.92925,52.34916 4.926642,52.349702 4.925654,52.350121 4.924967)",4.9271085,52.348844
572,572,"LINESTRING(4.92925 52.347567,4.927559 52.346607)","LINESTRING(52.347567 4.92925,52.346607 4.927559)",4.9284045,52.347087
573,573,"LINESTRING(4.927673 52.328139,4.929395 52.326248,4.929905 52.325723,4.930027 52.325426,4.930011 52.325109,4.929965 52.324788,4.929831 52.324368,4.929715 52.324119,4.928815 52.322962,4.92865 52.322676,4.928553 52.322438,4.928497 52.322147,4.928481 52.321746,4.928515 52.321357,4.928738 52.320898,4.929182 52.320229)","LINESTRING(52.328139 4.927673,52.326248 4.929395,52.325723 4.929905,52.325426 4.930027,52.325109 4.930011,52.324788 4.929965,52.324368 4.929831,52.324119 4.929715,52.322962 4.928815,52.322676 4.92865,52.322438 4.928553,52.322147 4.928497,52.321746 4.928481,52.321357 4.928515,52.320898 4.928738,52.320229 4.929182)",4.92885,52.324184
574,574,"LINESTRING(4.929804 52.410638,4.929599 52.410447,4.929299 52.410101,4.929004 52.409696,4.928672 52.409327,4.928211 52.40898,4.927666 52.408643,4.926954 52.408115,4.926246 52.407495,4.926037 52.407283,4.925852 52.407062,4.925681 52.406767,4.925556 52.406463,4.925693 52.405166,4.925553 52.404913,4.925486 52.404468,4.92556 52.404231,4.924969 52.40341,4.924778 52.403109,4.924902 52.403012,4.924551 52.402636,4.92343 52.400806,4.922952 52.399213,4.922933 52.399088,4.922963 52.39879,4.923587 52.39853,4.925356 52.398012,4.92673 52.397515)","LINESTRING(52.410638 4.929804,52.410447 4.929599,52.410101 4.929299,52.409696 4.929004,52.409327 4.928672,52.40898 4.928211,52.408643 4.927666,52.408115 4.926954,52.407495 4.926246,52.407283 4.926037,52.407062 4.925852,52.406767 4.925681,52.406463 4.925556,52.405166 4.925693,52.404913 4.925553,52.404468 4.925486,52.404231 4.92556,52.40341 4.924969,52.403109 4.924778,52.403012 4.924902,52.402636 4.924551,52.400806 4.92343,52.399213 4.922952,52.399088 4.922933,52.39879 4.922963,52.39853 4.923587,52.398012 4.925356,52.397515 4.92673)",4.9263685,52.4040765
