OBJECTNUMMER,ElementID,WKT_LNG_LAT,WKT_LAT_LNG,LNG,LAT
181,181,"LINESTRING(4.844482 52.401729,4.842923 52.402216)","LINESTRING(52.401729 4.844482,52.402216 4.842923)",4.8437025,52.4019725
182,182,"LINESTRING(4.847817 52.346945,4.846755 52.346737,4.846345 52.346824)","LINESTRING(52.346945 4.847817,52.346737 4.846755,52.346824 4.846345)",4.847081,52.346841
183,183,"LINESTRING(4.847574 52.375293,4.84564 52.37496,4.844697 52.37494,4.843281 52.375093)","LINESTRING(52.375293 4.847574,52.37496 4.84564,52.37494 4.844697,52.375093 4.843281)",4.8454275,52.3751165
184,184,"LINESTRING(4.847574 52.375293,4.846138 52.377996)","LINESTRING(52.375293 4.847574,52.377996 4.846138)",4.846856,52.3766445
185,185,"LINESTRING(4.846382 52.338294,4.846159 52.339835,4.846166 52.340222,4.846214 52.340586,4.846483 52.341569,4.846427 52.342084,4.846446 52.342156,4.846717 52.342618,4.846809 52.34272,4.846938 52.342793,4.847467 52.342945,4.847996 52.343399,4.848148 52.34359,4.848183 52.343755,4.848184 52.344046,4.848131 52.344296,4.848107 52.3446,4.848143 52.344769,4.848236 52.344886,4.848212 52.345373,4.847973 52.34562,4.847951 52.345718,4.847912 52.346522,4.847927 52.346638,4.847817 52.346945)","LINESTRING(52.338294 4.846382,52.339835 4.846159,52.340222 4.846166,52.340586 4.846214,52.341569 4.846483,52.342084 4.846427,52.342156 4.846446,52.342618 4.846717,52.34272 4.846809,52.342793 4.846938,52.342945 4.847467,52.343399 4.847996,52.34359 4.848148,52.343755 4.848183,52.344046 4.848184,52.344296 4.848131,52.3446 4.848107,52.344769 4.848143,52.344886 4.848236,52.345373 4.848212,52.34562 4.847973,52.345718 4.847951,52.346522 4.847912,52.346638 4.847927,52.346945 4.847817)",4.8471975,52.3426195
186,186,"LINESTRING(4.84855 52.340444,4.848157 52.340417,4.847739 52.340412,4.847551 52.340376,4.847467 52.340302,4.847436 52.340148,4.847382 52.339419,4.847269 52.339326,4.847183 52.339323,4.847104 52.339202,4.847188 52.338323)","LINESTRING(52.340444 4.84855,52.340417 4.848157,52.340412 4.847739,52.340376 4.847551,52.340302 4.847467,52.340148 4.847436,52.339419 4.847382,52.339326 4.847269,52.339323 4.847183,52.339202 4.847104,52.338323 4.847188)",4.847827,52.3393835
187,187,"LINESTRING(4.84855 52.340444,4.848755 52.339009,4.84871 52.338837,4.84835 52.338624,4.848038 52.338334)","LINESTRING(52.340444 4.84855,52.339009 4.848755,52.338837 4.84871,52.338624 4.84835,52.338334 4.848038)",4.8483965,52.339389
188,188,"LINESTRING(4.84891 52.372758,4.847574 52.375293)","LINESTRING(52.372758 4.84891,52.375293 4.847574)",4.848242,52.3740255
189,189,"LINESTRING(4.84948 52.351065,4.849467 52.351635)","LINESTRING(52.351065 4.84948,52.351635 4.849467)",4.8494735,52.35135
190,190,"LINESTRING(4.846345 52.346824,4.849075 52.349394,4.849413 52.349877,4.849493 52.350494,4.84948 52.351065)","LINESTRING(52.346824 4.846345,52.349394 4.849075,52.349877 4.849413,52.350494 4.849493,52.351065 4.84948)",4.847919,52.3489445
191,191,"LINESTRING(4.850364 52.351507,4.850299 52.351577,4.850067 52.351636,4.849467 52.351635)","LINESTRING(52.351507 4.850364,52.351577 4.850299,52.351636 4.850067,52.351635 4.849467)",4.8499155,52.3515715
192,192,"LINESTRING(4.850323 52.354908,4.850364 52.351507)","LINESTRING(52.354908 4.850323,52.351507 4.850364)",4.8503435,52.3532075
193,193,"LINESTRING(4.850287 52.357864,4.850323 52.354908)","LINESTRING(52.357864 4.850287,52.354908 4.850323)",4.850305,52.356386
194,194,"LINESTRING(4.850434 52.351051,4.84948 52.351065)","LINESTRING(52.351051 4.850434,52.351065 4.84948)",4.849957,52.351058
195,195,"LINESTRING(4.850364 52.351507,4.850431 52.351434,4.850434 52.351051)","LINESTRING(52.351507 4.850364,52.351434 4.850431,52.351051 4.850434)",4.850399,52.351279
196,196,"LINESTRING(4.850273 52.370076,4.850057 52.370581,4.84891 52.372758)","LINESTRING(52.370076 4.850273,52.370581 4.850057,52.372758 4.84891)",4.8495915,52.371417
197,197,"LINESTRING(4.851397 52.382522,4.850627 52.382001,4.849829 52.381869,4.845211 52.381754)","LINESTRING(52.382522 4.851397,52.382001 4.850627,52.381869 4.849829,52.381754 4.845211)",4.848304,52.382138
198,198,"LINESTRING(4.852057 52.350989,4.85169 52.351034,4.850434 52.351051)","LINESTRING(52.350989 4.852057,52.351034 4.85169,52.351051 4.850434)",4.8512455,52.35102
199,199,"LINESTRING(4.852057 52.350989,4.851923 52.35077,4.851608 52.349874,4.851441 52.349254,4.851458 52.349159,4.851399 52.349099,4.851386 52.348944,4.851269 52.348637,4.851184 52.348477,4.850956 52.348311,4.849656 52.347513,4.849375 52.347346,4.849168 52.347248,4.848857 52.347147,4.848673 52.347123,4.847817 52.346945)","LINESTRING(52.350989 4.852057,52.35077 4.851923,52.349874 4.851608,52.349254 4.851441,52.349159 4.851458,52.349099 4.851399,52.348944 4.851386,52.348637 4.851269,52.348477 4.851184,52.348311 4.850956,52.347513 4.849656,52.347346 4.849375,52.347248 4.849168,52.347147 4.848857,52.347123 4.848673,52.346945 4.847817)",4.849937,52.348967
200,200,"LINESTRING(4.852693 52.350903,4.852072 52.348697,4.850602 52.345004)","LINESTRING(52.350903 4.852693,52.348697 4.852072,52.345004 4.850602)",4.8516475,52.3479535
201,201,"LINESTRING(4.853244 52.35479,4.851697 52.354914,4.850323 52.354908)","LINESTRING(52.35479 4.853244,52.354914 4.851697,52.354908 4.850323)",4.8517835,52.354852
202,202,"LINESTRING(4.853244 52.35479,4.853207 52.354735,4.853191 52.354599,4.852947 52.353747,4.852804 52.353133,4.852521 52.352374,4.852115 52.351095,4.852057 52.350989)","LINESTRING(52.35479 4.853244,52.354735 4.853207,52.354599 4.853191,52.353747 4.852947,52.353133 4.852804,52.352374 4.852521,52.351095 4.852115,52.350989 4.852057)",4.8526505,52.3528895
203,203,"LINESTRING(4.85317 52.364226,4.853177 52.363687)","LINESTRING(52.364226 4.85317,52.363687 4.853177)",4.8531735,52.3639565
204,204,"LINESTRING(4.85317 52.364226,4.850384 52.364214)","LINESTRING(52.364226 4.85317,52.364214 4.850384)",4.851777,52.36422
205,205,"LINESTRING(4.850273 52.370076,4.850731 52.369043,4.851647 52.36918,4.853153 52.365662,4.85317 52.364226)","LINESTRING(52.370076 4.850273,52.369043 4.850731,52.36918 4.851647,52.365662 4.853153,52.364226 4.85317)",4.8517215,52.367151
206,206,"LINESTRING(4.85368 52.358449,4.853328 52.358963,4.853175 52.363326)","LINESTRING(52.358449 4.85368,52.358963 4.853328,52.363326 4.853175)",4.8534275,52.3608875
207,207,"LINESTRING(4.853875 52.35474,4.853445 52.353207,4.852882 52.351573,4.852693 52.350903)","LINESTRING(52.35474 4.853875,52.353207 4.853445,52.351573 4.852882,52.350903 4.852693)",4.853284,52.3528215
208,208,"LINESTRING(4.854478 52.357843,4.854027 52.357249,4.853866 52.356719,4.853832 52.356453,4.853729 52.356003,4.853596 52.355617,4.853344 52.355092,4.853244 52.35479)","LINESTRING(52.357843 4.854478,52.357249 4.854027,52.356719 4.853866,52.356453 4.853832,52.356003 4.853729,52.355617 4.853596,52.355092 4.853344,52.35479 4.853244)",4.853861,52.3563165
209,209,"LINESTRING(4.854655 52.380707,4.854144 52.380353,4.852247 52.379206,4.850311 52.378823,4.847264 52.378133,4.846138 52.377996)","LINESTRING(52.380707 4.854655,52.380353 4.854144,52.379206 4.852247,52.378823 4.850311,52.378133 4.847264,52.377996 4.846138)",4.8503965,52.3793515
210,210,"LINESTRING(4.854655 52.380707,4.851647 52.382472,4.847658 52.384194,4.847559 52.384298,4.847505 52.384772)","LINESTRING(52.380707 4.854655,52.382472 4.851647,52.384194 4.847658,52.384298 4.847559,52.384772 4.847505)",4.85108,52.3827395
211,211,"LINESTRING(4.855594 52.354802,4.854642 52.354679,4.853875 52.35474)","LINESTRING(52.354802 4.855594,52.354679 4.854642,52.35474 4.853875)",4.8547345,52.3547405
212,212,"LINESTRING(4.856041 52.330458,4.855988 52.330629,4.855757 52.331126,4.855496 52.331914,4.855382 52.331986,4.855376 52.33212,4.854885 52.333734,4.854773 52.333874,4.854618 52.334017,4.854544 52.334169,4.854476 52.334476,4.854312 52.334968,4.853689 52.336707,4.853743 52.336779,4.853601 52.337182,4.853514 52.337206,4.853426 52.337205)","LINESTRING(52.330458 4.856041,52.330629 4.855988,52.331126 4.855757,52.331914 4.855496,52.331986 4.855382,52.33212 4.855376,52.333734 4.854885,52.333874 4.854773,52.334017 4.854618,52.334169 4.854544,52.334476 4.854476,52.334968 4.854312,52.336707 4.853689,52.336779 4.853743,52.337182 4.853601,52.337206 4.853514,52.337205 4.853426)",4.8547335,52.333832
213,213,"LINESTRING(4.855719 52.382572,4.855729 52.381559,4.855424 52.38124,4.854655 52.380707)","LINESTRING(52.382572 4.855719,52.381559 4.855729,52.38124 4.855424,52.380707 4.854655)",4.855192,52.3816395
214,214,"LINESTRING(4.856527 52.351501,4.854267 52.350858,4.853658 52.350799,4.853435 52.350803,4.852693 52.350903)","LINESTRING(52.351501 4.856527,52.350858 4.854267,52.350799 4.853658,52.350803 4.853435,52.350903 4.852693)",4.85461,52.35115
215,215,"LINESTRING(4.857503 52.32164,4.856742 52.313135,4.856473 52.305844,4.857294 52.303196,4.856764 52.301873)","LINESTRING(52.32164 4.857503,52.313135 4.856742,52.305844 4.856473,52.303196 4.857294,52.301873 4.856764)",4.856988,52.3117565
216,216,"LINESTRING(4.857487 52.327796,4.857529 52.323006,4.857524 52.321873,4.857503 52.32164)","LINESTRING(52.327796 4.857487,52.323006 4.857529,52.321873 4.857524,52.32164 4.857503)",4.857508,52.324718
217,217,"LINESTRING(4.857439 52.335184,4.857315 52.334319,4.857368 52.333991,4.857445 52.33263,4.857487 52.327796)","LINESTRING(52.335184 4.857439,52.334319 4.857315,52.333991 4.857368,52.33263 4.857445,52.327796 4.857487)",4.857401,52.33149
218,218,"LINESTRING(4.857286 52.349799,4.856527 52.351501)","LINESTRING(52.349799 4.857286,52.351501 4.856527)",4.8569065,52.35065
219,219,"LINESTRING(4.857574 52.337543,4.857439 52.335184)","LINESTRING(52.337543 4.857574,52.335184 4.857439)",4.8575065,52.3363635
220,220,"LINESTRING(4.857513 52.347572,4.857469 52.34938,4.857286 52.349799)","LINESTRING(52.347572 4.857513,52.34938 4.857469,52.349799 4.857286)",4.8573995,52.3486855
221,221,"LINESTRING(4.857522 52.34717,4.853731 52.346654,4.852897 52.346383,4.852355 52.346039,4.851946 52.345546,4.851893 52.345161,4.853219 52.342019,4.857453 52.342556)","LINESTRING(52.34717 4.857522,52.346654 4.853731,52.346383 4.852897,52.346039 4.852355,52.345546 4.851946,52.345161 4.851893,52.342019 4.853219,52.342556 4.857453)",4.8547075,52.3445945
222,222,"LINESTRING(4.85757 52.345145,4.857522 52.34717)","LINESTRING(52.345145 4.85757,52.34717 4.857522)",4.857546,52.3461575
223,223,"LINESTRING(4.85757 52.345145,4.856534 52.345038,4.857453 52.342556)","LINESTRING(52.345145 4.85757,52.345038 4.856534,52.342556 4.857453)",4.857052,52.3438505
224,224,"LINESTRING(4.857748 52.341089,4.857591 52.339754,4.857671 52.3389)","LINESTRING(52.341089 4.857748,52.339754 4.857591,52.3389 4.857671)",4.8576695,52.3399945
225,225,"LINESTRING(4.857748 52.341089,4.856768 52.341187,4.855378 52.341284,4.854826 52.341312,4.854226 52.341289,4.849544 52.340671,4.848984 52.340554,4.84855 52.340444)","LINESTRING(52.341089 4.857748,52.341187 4.856768,52.341284 4.855378,52.341312 4.854826,52.341289 4.854226,52.340671 4.849544,52.340554 4.848984,52.340444 4.84855)",4.853149,52.340878
226,226,"LINESTRING(4.857615 52.342115,4.857797 52.341507,4.857748 52.341089)","LINESTRING(52.342115 4.857615,52.341507 4.857797,52.341089 4.857748)",4.857706,52.341602
227,227,"LINESTRING(4.857846 52.36469,4.856907 52.364619,4.855594 52.364237,4.85317 52.364226)","LINESTRING(52.36469 4.857846,52.364619 4.856907,52.364237 4.855594,52.364226 4.85317)",4.855508,52.364458
228,228,"LINESTRING(4.854684 52.35808,4.855013 52.358456,4.855416 52.358978,4.856703 52.360561,4.856923 52.36097,4.856986 52.361277,4.857108 52.361646,4.857317 52.361871,4.858593 52.363379,4.858626 52.363582,4.858519 52.363739,4.858205 52.36389,4.858016 52.364023,4.857927 52.364203,4.857857 52.364478,4.857846 52.36469)","LINESTRING(52.35808 4.854684,52.358456 4.855013,52.358978 4.855416,52.360561 4.856703,52.36097 4.856923,52.361277 4.856986,52.361646 4.857108,52.361871 4.857317,52.363379 4.858593,52.363582 4.858626,52.363739 4.858519,52.36389 4.858205,52.364023 4.858016,52.364203 4.857927,52.364478 4.857857,52.36469 4.857846)",4.856655,52.361385
229,229,"LINESTRING(4.858943 52.345358,4.85757 52.345145)","LINESTRING(52.345358 4.858943,52.345145 4.85757)",4.8582565,52.3452515
230,230,"LINESTRING(4.858627 52.374673,4.85777 52.377518,4.857497 52.378092,4.856929 52.378912,4.856568 52.379338,4.856169 52.37974,4.855159 52.380411,4.854655 52.380707)","LINESTRING(52.374673 4.858627,52.377518 4.85777,52.378092 4.857497,52.378912 4.856929,52.379338 4.856568,52.37974 4.856169,52.380411 4.855159,52.380707 4.854655)",4.856641,52.37769
231,231,"LINESTRING(4.858627 52.374673,4.857352 52.374567,4.855385 52.37435,4.855103 52.374302,4.854649 52.374203,4.853404 52.373687,4.853025 52.373546,4.852456 52.373403,4.84891 52.372758)","LINESTRING(52.374673 4.858627,52.374567 4.857352,52.37435 4.855385,52.374302 4.855103,52.374203 4.854649,52.373687 4.853404,52.373546 4.853025,52.373403 4.852456,52.372758 4.84891)",4.8537685,52.3737155
232,232,"LINESTRING(4.859552 52.371526,4.856896 52.3712,4.850273 52.370076)","LINESTRING(52.371526 4.859552,52.3712 4.856896,52.370076 4.850273)",4.8549125,52.370801
233,233,"LINESTRING(4.859552 52.371526,4.859318 52.372251,4.858627 52.374673)","LINESTRING(52.371526 4.859552,52.372251 4.859318,52.374673 4.858627)",4.8590895,52.3730995
234,234,"LINESTRING(4.859784 52.364674,4.859195 52.36398)","LINESTRING(52.364674 4.859784,52.36398 4.859195)",4.8594895,52.364327
235,235,"LINESTRING(4.859784 52.364674,4.859385 52.364806,4.857846 52.36469)","LINESTRING(52.364674 4.859784,52.364806 4.859385,52.36469 4.857846)",4.858815,52.36474
236,236,"LINESTRING(4.859881 52.371519,4.859552 52.371526)","LINESTRING(52.371519 4.859881,52.371526 4.859552)",4.8597165,52.3715225
237,237,"LINESTRING(4.861194 52.36632,4.859784 52.364674)","LINESTRING(52.36632 4.861194,52.364674 4.859784)",4.860489,52.365497
238,238,"LINESTRING(4.861194 52.36632,4.860881 52.366424,4.860775 52.366524,4.86042 52.368656,4.859881 52.371519)","LINESTRING(52.36632 4.861194,52.366424 4.860881,52.366524 4.860775,52.368656 4.86042,52.371519 4.859881)",4.8605375,52.3689195
239,239,"LINESTRING(4.861813 52.335123,4.861846 52.332338)","LINESTRING(52.335123 4.861813,52.332338 4.861846)",4.8618295,52.3337305
240,240,"LINESTRING(4.861813 52.335123,4.861742 52.33515,4.857439 52.335184)","LINESTRING(52.335123 4.861813,52.33515 4.861742,52.335184 4.857439)",4.859626,52.3351535
241,241,"LINESTRING(4.861794 52.336728,4.861813 52.335123)","LINESTRING(52.336728 4.861794,52.335123 4.861813)",4.8618035,52.3359255
242,242,"LINESTRING(4.862992 52.349797,4.861344 52.349362,4.859055 52.347399,4.857522 52.34717)","LINESTRING(52.349797 4.862992,52.349362 4.861344,52.347399 4.859055,52.34717 4.857522)",4.860257,52.3484835
243,243,"LINESTRING(4.862871 52.37522,4.858627 52.374673)","LINESTRING(52.37522 4.862871,52.374673 4.858627)",4.860749,52.3749465
244,244,"LINESTRING(4.855719 52.382572,4.857297 52.382522,4.861821 52.379949,4.86309 52.376795,4.862645 52.375767,4.862871 52.37522)","LINESTRING(52.382572 4.855719,52.382522 4.857297,52.379949 4.861821,52.376795 4.86309,52.375767 4.862645,52.37522 4.862871)",4.8594045,52.378896
245,245,"LINESTRING(4.863162 52.370854,4.859881 52.371519)","LINESTRING(52.370854 4.863162,52.371519 4.859881)",4.8615215,52.3711865
246,246,"LINESTRING(4.86367 52.37094,4.863471 52.373029,4.862976 52.374965,4.862871 52.37522)","LINESTRING(52.37094 4.86367,52.373029 4.863471,52.374965 4.862976,52.37522 4.862871)",4.8632705,52.37308
247,247,"LINESTRING(4.864402 52.342263,4.863264 52.342168,4.863206 52.342326,4.859554 52.342251,4.857939 52.342044)","LINESTRING(52.342263 4.864402,52.342168 4.863264,52.342326 4.863206,52.342251 4.859554,52.342044 4.857939)",4.8611705,52.342185
248,248,"LINESTRING(4.86482 52.350137,4.864478 52.349968,4.863174 52.349187,4.858943 52.345358)","LINESTRING(52.350137 4.86482,52.349968 4.864478,52.349187 4.863174,52.345358 4.858943)",4.8618815,52.3477475
249,249,"LINESTRING(4.864706 52.370162,4.862052 52.36724,4.861194 52.36632)","LINESTRING(52.370162 4.864706,52.36724 4.862052,52.36632 4.861194)",4.86295,52.368241
250,250,"LINESTRING(4.866243 52.346315,4.858943 52.345358)","LINESTRING(52.346315 4.866243,52.345358 4.858943)",4.862593,52.3458365
251,251,"LINESTRING(4.866243 52.346315,4.86482 52.350137)","LINESTRING(52.346315 4.866243,52.350137 4.86482)",4.8655315,52.348226
252,252,"LINESTRING(4.866058 52.393619,4.863228 52.394802,4.862872 52.394928,4.861759 52.395422,4.861499 52.395628,4.861209 52.395428,4.852477 52.399331,4.852292 52.399352,4.852186 52.399381,4.852018 52.399518,4.851808 52.399641,4.851303 52.399897,4.850107 52.400466,4.850045 52.400461,4.849494 52.400705,4.849343 52.400815,4.848216 52.401316,4.846829 52.401961,4.846266 52.402252,4.844529 52.40326,4.842924 52.404004,4.830152 52.409719,4.829442 52.410045,4.82886 52.410367,4.828173 52.410842,4.827569 52.411337,4.826842 52.41208,4.826438 52.412599,4.826183 52.412984,4.825914 52.413444,4.825732 52.413918,4.825625 52.414434,4.825616 52.415011,4.825717 52.415599,4.825828 52.415921,4.826076 52.416408,4.826112 52.416556,4.826122 52.416755,4.826087 52.416951,4.825992 52.41716,4.82587 52.417322,4.825865 52.417361,4.826066 52.417458,4.826555 52.417612,4.82662 52.417649,4.826654 52.417706,4.826649 52.417816,4.826925 52.417893)","LINESTRING(52.393619 4.866058,52.394802 4.863228,52.394928 4.862872,52.395422 4.861759,52.395628 4.861499,52.395428 4.861209,52.399331 4.852477,52.399352 4.852292,52.399381 4.852186,52.399518 4.852018,52.399641 4.851808,52.399897 4.851303,52.400466 4.850107,52.400461 4.850045,52.400705 4.849494,52.400815 4.849343,52.401316 4.848216,52.401961 4.846829,52.402252 4.846266,52.40326 4.844529,52.404004 4.842924,52.409719 4.830152,52.410045 4.829442,52.410367 4.82886,52.410842 4.828173,52.411337 4.827569,52.41208 4.826842,52.412599 4.826438,52.412984 4.826183,52.413444 4.825914,52.413918 4.825732,52.414434 4.825625,52.415011 4.825616,52.415599 4.825717,52.415921 4.825828,52.416408 4.826076,52.416556 4.826112,52.416755 4.826122,52.416951 4.826087,52.41716 4.825992,52.417322 4.82587,52.417361 4.825865,52.417458 4.826066,52.417612 4.826555,52.417649 4.82662,52.417706 4.826654,52.417816 4.826649,52.417893 4.826925)",4.845837,52.405756
253,253,"LINESTRING(4.866058 52.393619,4.865864 52.393481,4.865646 52.393149,4.86555 52.39309,4.86406 52.392787,4.863379 52.392729,4.863288 52.392745,4.863102 52.392878,4.86274 52.392822,4.860977 52.392687,4.860605 52.392672,4.860217 52.392637,4.859834 52.392585,4.856526 52.392315,4.856131 52.3923,4.855807 52.39227,4.855064 52.392265,4.854984 52.39222,4.84711 52.392116,4.84685 52.39209,4.846529 52.392083,4.845589 52.392089,4.844852 52.392116,4.84307 52.392088,4.841792 52.392065,4.841561 52.392012,4.84072 52.391975,4.840451 52.392031,4.83992 52.392029,4.839806 52.392038,4.839411 52.392115,4.839154 52.392128,4.8389 52.392068,4.838694 52.392047,4.838019 52.392058,4.837599 52.392122,4.836703 52.392104,4.836603 52.392128,4.835963 52.392124)","LINESTRING(52.393619 4.866058,52.393481 4.865864,52.393149 4.865646,52.39309 4.86555,52.392787 4.86406,52.392729 4.863379,52.392745 4.863288,52.392878 4.863102,52.392822 4.86274,52.392687 4.860977,52.392672 4.860605,52.392637 4.860217,52.392585 4.859834,52.392315 4.856526,52.3923 4.856131,52.39227 4.855807,52.392265 4.855064,52.39222 4.854984,52.392116 4.84711,52.39209 4.84685,52.392083 4.846529,52.392089 4.845589,52.392116 4.844852,52.392088 4.84307,52.392065 4.841792,52.392012 4.841561,52.391975 4.84072,52.392031 4.840451,52.392029 4.83992,52.392038 4.839806,52.392115 4.839411,52.392128 4.839154,52.392068 4.8389,52.392047 4.838694,52.392058 4.838019,52.392122 4.837599,52.392104 4.836703,52.392128 4.836603,52.392124 4.835963)",4.8510105,52.392797
254,254,"LINESTRING(4.866694 52.350488,4.865799 52.350504,4.865432 52.35044,4.86482 52.350137)","LINESTRING(52.350488 4.866694,52.350504 4.865799,52.35044 4.865432,52.350137 4.86482)",4.865757,52.3503205
255,255,"LINESTRING(4.866863 52.363631,4.857674 52.361376,4.857474 52.360702,4.856924 52.359991,4.855308 52.358016)","LINESTRING(52.363631 4.866863,52.361376 4.857674,52.360702 4.857474,52.359991 4.856924,52.358016 4.855308)",4.8610855,52.3608235
256,256,"LINESTRING(4.867109 52.346429,4.866243 52.346315)","LINESTRING(52.346429 4.867109,52.346315 4.866243)",4.866676,52.346372
257,257,"LINESTRING(4.867838 52.344359,4.866648 52.344125,4.865585 52.343786,4.862503 52.342852,4.862302 52.34282,4.859727 52.342863,4.857453 52.342556)","LINESTRING(52.344359 4.867838,52.344125 4.866648,52.343786 4.865585,52.342852 4.862503,52.34282 4.862302,52.342863 4.859727,52.342556 4.857453)",4.8626455,52.3434575
258,258,"LINESTRING(4.867838 52.344359,4.867109 52.346429)","LINESTRING(52.344359 4.867838,52.346429 4.867109)",4.8674735,52.345394
259,259,"LINESTRING(4.868149 52.340871,4.868095 52.341491,4.867784 52.341504,4.867672 52.341466,4.864053 52.341306,4.860328 52.341034,4.859612 52.341003,4.859044 52.341,4.858375 52.341033,4.857748 52.341089)","LINESTRING(52.340871 4.868149,52.341491 4.868095,52.341504 4.867784,52.341466 4.867672,52.341306 4.864053,52.341034 4.860328,52.341003 4.859612,52.341 4.859044,52.341033 4.858375,52.341089 4.857748)",4.8629485,52.3411875
260,260,"LINESTRING(4.868158 52.346566,4.866694 52.350488)","LINESTRING(52.346566 4.868158,52.350488 4.866694)",4.867426,52.348527
261,261,"LINESTRING(4.868158 52.346566,4.867109 52.346429)","LINESTRING(52.346566 4.868158,52.346429 4.867109)",4.8676335,52.3464975
262,262,"LINESTRING(4.86851 52.33945,4.868149 52.340871)","LINESTRING(52.33945 4.86851,52.340871 4.868149)",4.8683295,52.3401605
263,263,"LINESTRING(4.868728 52.335006,4.862402 52.334995,4.862194 52.335004,4.86202 52.335046,4.861813 52.335123)","LINESTRING(52.335006 4.868728,52.334995 4.862402,52.335004 4.862194,52.335046 4.86202,52.335123 4.861813)",4.8652705,52.335059
264,264,"LINESTRING(4.868903 52.327866,4.857487 52.327796)","LINESTRING(52.327866 4.868903,52.327796 4.857487)",4.863195,52.327831
265,265,"LINESTRING(4.868979 52.324612,4.868896 52.325798,4.868903 52.327866)","LINESTRING(52.324612 4.868979,52.325798 4.868896,52.327866 4.868903)",4.8689375,52.326239
266,266,"LINESTRING(4.868614 52.338137,4.868877 52.335805,4.868879 52.333891,4.86892 52.332265,4.868903 52.327866)","LINESTRING(52.338137 4.868614,52.335805 4.868877,52.333891 4.868879,52.332265 4.86892,52.327866 4.868903)",4.868767,52.3330015
267,267,"LINESTRING(4.869162 52.322004,4.868979 52.324612)","LINESTRING(52.322004 4.869162,52.324612 4.868979)",4.8690705,52.323308
268,268,"LINESTRING(4.869162 52.322004,4.858116 52.321797,4.85775 52.321638,4.857503 52.32164)","LINESTRING(52.322004 4.869162,52.321797 4.858116,52.321638 4.85775,52.32164 4.857503)",4.8633325,52.321821
269,269,"LINESTRING(4.869489 52.375505,4.868974 52.375645,4.868196 52.375733,4.86692 52.375718,4.866305 52.375674,4.862871 52.37522)","LINESTRING(52.375505 4.869489,52.375645 4.868974,52.375733 4.868196,52.375718 4.86692,52.375674 4.866305,52.37522 4.862871)",4.86618,52.3754765
270,270,"LINESTRING(4.870459 52.352346,4.861095 52.349881,4.859629 52.348672,4.858629 52.3478,4.857513 52.347572)","LINESTRING(52.352346 4.870459,52.349881 4.861095,52.348672 4.859629,52.3478 4.858629,52.347572 4.857513)",4.863986,52.349959
271,271,"LINESTRING(4.870824 52.35055,4.868131 52.35046,4.866694 52.350488)","LINESTRING(52.35055 4.870824,52.35046 4.868131,52.350488 4.866694)",4.868759,52.350505
272,272,"LINESTRING(4.870824 52.35055,4.870727 52.351267)","LINESTRING(52.35055 4.870824,52.351267 4.870727)",4.8707755,52.3509085
273,273,"LINESTRING(4.871649 52.365225,4.866624 52.363945,4.858194 52.361942,4.861608 52.365964,4.863021 52.367393,4.866622 52.371451)","LINESTRING(52.365225 4.871649,52.363945 4.866624,52.361942 4.858194,52.365964 4.861608,52.367393 4.863021,52.371451 4.866622)",4.8649215,52.3666965
274,274,"LINESTRING(4.872169 52.350124,4.871908 52.350189,4.871135 52.350171,4.870977 52.350215,4.870838 52.350375,4.870824 52.35055)","LINESTRING(52.350124 4.872169,52.350189 4.871908,52.350171 4.871135,52.350215 4.870977,52.350375 4.870838,52.35055 4.870824)",4.8714965,52.350337
275,275,"LINESTRING(4.872524 52.346744,4.868472 52.346607,4.868158 52.346566)","LINESTRING(52.346744 4.872524,52.346607 4.868472,52.346566 4.868158)",4.870341,52.346655
276,276,"LINESTRING(4.872524 52.346744,4.872257 52.349432,4.872169 52.350124)","LINESTRING(52.346744 4.872524,52.349432 4.872257,52.350124 4.872169)",4.8723465,52.348434
277,277,"LINESTRING(4.872715 52.344754,4.871314 52.3447,4.869073 52.344395,4.867838 52.344359)","LINESTRING(52.344754 4.872715,52.3447 4.871314,52.344395 4.869073,52.344359 4.867838)",4.8702765,52.3445565
278,278,"LINESTRING(4.872715 52.344754,4.872524 52.346744)","LINESTRING(52.344754 4.872715,52.346744 4.872524)",4.8726195,52.345749
279,279,"LINESTRING(4.872779 52.344194,4.871641 52.344149,4.866931 52.343536,4.865361 52.343012)","LINESTRING(52.344194 4.872779,52.344149 4.871641,52.343536 4.866931,52.343012 4.865361)",4.86907,52.343603
280,280,"LINESTRING(4.873107 52.341042,4.872678 52.341025,4.872495 52.340989,4.871517 52.340962,4.871225 52.340973,4.868666 52.340875,4.868149 52.340871)","LINESTRING(52.341042 4.873107,52.341025 4.872678,52.340989 4.872495,52.340962 4.871517,52.340973 4.871225,52.340875 4.868666,52.340871 4.868149)",4.870628,52.3409565
281,281,"LINESTRING(4.873107 52.341042,4.872779 52.344194)","LINESTRING(52.341042 4.873107,52.344194 4.872779)",4.872943,52.342618
282,282,"LINESTRING(4.87328 52.339687,4.873107 52.341042)","LINESTRING(52.339687 4.87328,52.341042 4.873107)",4.8731935,52.3403645
283,283,"LINESTRING(4.873383 52.350637,4.870824 52.35055)","LINESTRING(52.350637 4.873383,52.35055 4.870824)",4.8721035,52.3505935
284,284,"LINESTRING(4.873383 52.350637,4.87338 52.35029,4.872169 52.350124)","LINESTRING(52.350637 4.873383,52.35029 4.87338,52.350124 4.872169)",4.872776,52.3503805
