,Date,grid_id,LAT,LON,Unnamed: 0,Hour,has_tree,avg_height,avg_diameter,avg_year,Fraxinus,Salix,Alnus,Quercus,Tilia,Acer,Populus,Betula,Prunus,Platanus,Malus,Robinia,Crataegus,Ulmus,Carpinus,Overig,Onbekend,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
1002,2023-07-02,2153,52.277687243707774,4.814876806584119,1646,21,False,,,,,,,,,,,,,,,,,,,,,15.85,73.15654,11.05,13.415731,0.1,0.1,0.0,0.0,51.0,1009.8,1010.15814,32.7,17.0,29.0,0.0,0.047326576,0.48385513,18.919704,31.875755,248.80588,251.56496,36.719997,17.85,18.45,16.95,12.45,0.268,0.197,0.27,0.37
1003,2022-02-24,8542,52.29390345992402,5.044799675172706,1647,10,True,21.18,0.0,0.0,,,,32.0,,,,,,,,,,,,,2.0,8.3065,70.50859,3.2565,2.1894627,0.0,0.0,0.0,0.0,0.0,1005.4,1005.6438,6.3,1.0,9.0,0.0,0.117651634,0.3236975,31.205997,45.082,196.76263,198.14568,52.92,7.1565,6.9564996,7.5065,9.6565,0.699,0.712,0.725,0.686
1004,2022-02-25,3892,52.33894850496912,4.864988201020093,1649,20,False,,,,,,,,,,,,,,,,,,,,,3.9915001,89.62927,2.4415,0.5600748,0.0,0.0,0.0,0.0,0.0,1029.4,1028.5122,2.6999998,3.0,0.0,0.0,0.0,0.084524035,11.753876,25.96995,310.0302,316.1232,23.039999,5.0915003,6.2415004,7.5415,9.6915,0.73,0.733,0.721,0.686
1005,2023-09-03,7540,52.31192147794205,4.997636009821202,1650,17,True,12.452,0.36,1903.846,,5.0,3.0,2.0,24.0,2.0,2.0,,,13.0,,,,8.0,5.0,1.0,,20.387,73.948875,15.587001,21.07194,0.0,0.0,0.0,0.0,1.0,1028.0,1028.0,29.7,0.0,0.0,99.0,0.111273445,0.6240165,8.311245,12.620554,72.34979,86.729576,14.04,21.487,17.237,16.187,13.037001,0.594,0.586,0.512,0.63
1006,2022-09-30,4234,52.26327282929334,4.8767791173579695,1651,16,False,,,,,,,,,,,,,,,,,,,,,15.143499,65.59134,8.7435,11.820875,0.0,0.0,0.0,0.0,2.0,1007.0,1007.2385,73.8,38.0,16.0,100.0,0.13282672,0.59284735,20.523157,32.90014,201.61484,203.19861,37.8,13.9935,11.9435,13.7435,16.293499,0.363,0.363,0.28,0.33
1007,2022-06-24,7192,52.31552508154565,4.9828973643988554,1652,10,True,6.545,0.75,1947.442,3.0,27.0,25.0,1.0,17.0,4.0,17.0,1.0,2.0,1.0,5.0,2.0,,1.0,22.0,8.0,2.0,20.1,77.03991,15.95,20.303293,0.0,0.0,0.0,0.0,3.0,1005.9,1006.1345,90.600006,2.0,98.0,100.0,0.29922348,0.5403073,12.605142,16.563911,271.63654,271.24533,31.68,19.65,18.65,14.55,10.3,0.639,0.481,0.507,0.644
1008,2023-11-24,6693,52.34255210857271,4.962263260807573,1653,15,True,7.755,0.191,1831.021,,11.0,5.0,,,,1.0,15.0,,,2.0,,,,,62.0,,5.874,72.064735,1.224,-1.3460894,0.0,0.0,0.0,0.0,2.0,1009.7,1009.4527,61.5,29.0,59.0,0.0,0.06402738,0.25958222,36.288643,55.53459,323.47104,324.7645,63.0,7.074,8.674,10.574,13.524,0.696,0.702,0.707,0.649
1009,2022-10-18,3212,52.322732288752874,4.844354097428811,1654,7,False,,,,,,,,,,,,,,,,,,,,,11.554501,92.03374,10.304501,10.668009,0.0,0.0,0.0,0.0,0.0,1026.8,1026.1842,0.0,0.0,0.0,0.0,0.0067275465,0.1086452,6.792466,9.826088,327.99466,331.55716,11.159999,9.9045,13.2045,13.1545,13.7045,0.67,0.655,0.533,0.61
1010,2022-01-16,3740,52.400209766230454,4.859092742851155,1655,10,False,,,,,,,,,,,,,,,,,,,,,7.4065,79.58246,4.1064997,3.4310474,0.0,0.0,0.0,0.0,3.0,1022.6,1022.8492,89.1,95.0,6.0,0.0,0.046667766,0.21079189,17.654688,29.88217,267.66275,270.69025,34.2,5.3065,5.0565,6.8564997,10.856501,0.68,0.689,0.704,0.669
1011,2022-08-03,1757,52.2434530094735,4.803085890246245,1656,19,False,,,,,,,,,,,,,,,,,,,,,22.317501,76.65206,18.0175,24.223942,0.0,0.0,0.0,0.0,0.0,1013.7,1013.46564,1.2,0.0,2.0,0.0,0.05401551,0.6292703,6.9527545,12.641076,248.74942,250.0168,15.119999,24.0175,21.3675,17.667501,14.3175,0.2,0.202,0.249,0.346
